name,steamid,team_name,kills,assists,deaths,headshots,hs_%,k/d,kast,avg_damages_per_round,avg_kills_per_round,avg_death_per_round,utility_damage_per_round,health_damage,armor_damage,utility_damage,first_kill,first_death,trade_kill,trade_death,1k,2k,3k,4k,5k,match_checksum,tournament
 karrigan,76561197989430253,FaZe Clan,13,6,13,9,69,1.0,68.181816,69.045456,0.590909,0.590909,5.5,1519,237,121,0,2,2,4,5,4,0,0,0,6a0a0abd5ac9d66e,Perfect World Shanghai Major 2024
skullz,76561198118646644,FURIA,16,2,13,13,81,1.230769,72.727272,77.772728,0.727273,0.590909,1.818182,1711,287,40,3,0,4,3,9,2,1,0,0,6a0a0abd5ac9d66e,Perfect World Shanghai Major 2024
FalleN,76561197960690195,FURIA,10,5,16,5,50,0.625,81.818184,53.272728,0.454545,0.727273,3.090909,1172,95,68,3,2,2,3,8,1,0,0,0,6a0a0abd5ac9d66e,Perfect World Shanghai Major 2024
yuurih,76561198164970560,FURIA,11,4,13,4,36,0.846154,59.090908,68.454544,0.5,0.590909,1.272727,1506,213,28,0,2,4,1,2,1,1,1,0,6a0a0abd5ac9d66e,Perfect World Shanghai Major 2024
yuurih,76561198164970560,FURIA,16,8,19,5,31,0.842105,82.608696,101.91304,0.695652,0.826087,6.0,2344,409,138,2,3,4,3,10,3,0,0,0,9d7f5d821f100013,Perfect World Shanghai Major 2024
 karrigan,76561197989430253,FaZe Clan,15,2,13,5,33,1.153846,69.565216,61.782608,0.652174,0.565217,1.565217,1421,178,36,6,4,1,1,8,2,1,0,0,9d7f5d821f100013,Perfect World Shanghai Major 2024
skullz,76561198118646644,FURIA,13,1,14,8,61,0.928571,52.173912,52.652172,0.565217,0.608696,2.347826,1211,204,54,0,1,2,1,7,1,0,1,0,9d7f5d821f100013,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,13,6,16,9,69,0.8125,69.565216,63.95652,0.565217,0.695652,0.304348,1471,176,7,1,1,3,2,7,3,0,0,0,9d7f5d821f100013,Perfect World Shanghai Major 2024
broky,76561198201620490,FaZe Clan,12,4,13,2,16,0.923077,73.91304,57.130436,0.521739,0.565217,2.695652,1314,124,62,0,0,3,0,7,1,1,0,0,9d7f5d821f100013,Perfect World Shanghai Major 2024
chelo,76561198067763828,FURIA,11,3,18,9,81,0.611111,56.521736,52.52174,0.478261,0.782609,4.782609,1208,246,110,2,5,1,3,7,2,0,0,0,9d7f5d821f100013,Perfect World Shanghai Major 2024
KSCERATO,76561198058500492,FURIA,17,3,14,9,52,1.214286,73.91304,82.95652,0.73913,0.608696,4.565217,1908,305,105,1,0,1,3,6,2,1,1,0,9d7f5d821f100013,Perfect World Shanghai Major 2024
FalleN,76561197960690195,FURIA,10,4,17,1,10,0.588235,52.173912,46.869564,0.434783,0.73913,3.304348,1078,93,76,4,5,2,0,6,2,0,0,0,9d7f5d821f100013,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,15,7,12,5,33,1.25,78.260872,80.695656,0.652174,0.521739,1.826087,1856,232,42,2,1,1,3,5,5,0,0,0,9d7f5d821f100013,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,27,3,13,16,59,2.076923,86.95652,112.95652,1.173913,0.565217,0.869565,2598,306,20,5,3,2,4,4,6,1,2,0,9d7f5d821f100013,Perfect World Shanghai Major 2024
 degster,76561198799340122,HEROIC,13,3,11,8,61,1.181818,76.190475,66.571426,0.619048,0.52381,2.714286,1398,89,57,2,1,6,2,5,1,2,0,0,83e4fbd18cd20dca,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,13,5,16,5,38,0.8125,76.190475,82.666664,0.619048,0.761905,5.238095,1736,372,110,3,2,2,3,6,2,1,0,0,83e4fbd18cd20dca,Perfect World Shanghai Major 2024
NertZ,76561198053126645,HEROIC,18,3,13,10,55,1.384615,66.666672,75.238098,0.857143,0.619048,1.47619,1580,252,31,0,3,1,4,3,3,3,0,0,83e4fbd18cd20dca,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,17,3,16,9,52,1.0625,71.428574,91.047623,0.809524,0.761905,1.761905,1912,264,37,2,2,3,2,12,1,1,0,0,83e4fbd18cd20dca,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,16,3,15,9,56,1.066667,76.190475,78.85714,0.761905,0.714286,5.047619,1656,280,106,2,1,4,5,8,4,0,0,0,83e4fbd18cd20dca,Perfect World Shanghai Major 2024
broky,76561198201620490,FaZe Clan,13,4,14,6,46,0.928571,66.666672,55.952381,0.619048,0.666667,1.47619,1175,132,31,3,0,4,3,5,4,0,0,0,83e4fbd18cd20dca,Perfect World Shanghai Major 2024
 karrigan,76561197989430253,FaZe Clan,7,4,15,5,71,0.466667,61.904762,54.666668,0.333333,0.714286,4.380952,1148,238,92,2,4,1,3,7,0,0,0,0,83e4fbd18cd20dca,Perfect World Shanghai Major 2024
kyxsan,76561198057282432,HEROIC,15,6,15,7,46,1.0,76.190475,90.238098,0.714286,0.714286,7.952381,1895,327,167,4,2,1,3,6,3,1,0,0,83e4fbd18cd20dca,Perfect World Shanghai Major 2024
sjuush,76561198160709585,HEROIC,9,5,14,8,88,0.642857,71.428574,57.42857,0.428571,0.666667,4.666667,1206,166,98,1,5,1,4,2,2,1,0,0,83e4fbd18cd20dca,Perfect World Shanghai Major 2024
TeSeS,76561197996678278,HEROIC,21,3,13,12,57,1.615385,80.952385,98.047623,1.0,0.619048,3.857143,2059,390,81,2,1,8,4,5,5,2,0,0,83e4fbd18cd20dca,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,20,5,10,10,50,2.0,78.260872,91.217392,0.869565,0.434783,3.782609,2098,273,87,2,2,5,3,6,4,1,1,0,a9a03854402ccebc,Perfect World Shanghai Major 2024
broky,76561198201620490,FaZe Clan,7,6,12,1,14,0.583333,78.260872,39.347828,0.304348,0.521739,3.26087,905,49,75,1,1,2,4,4,0,1,0,0,a9a03854402ccebc,Perfect World Shanghai Major 2024
 karrigan,76561197989430253,FaZe Clan,11,6,17,7,63,0.647059,78.260872,68.173912,0.478261,0.73913,12.565217,1568,328,289,4,4,1,8,7,2,0,0,0,a9a03854402ccebc,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,21,4,13,9,42,1.615385,82.608696,83.739128,0.913043,0.565217,2.695652,1926,327,62,3,1,6,1,13,3,1,0,0,a9a03854402ccebc,Perfect World Shanghai Major 2024
Sonic,76561197975129851,Wildcard,11,2,18,4,36,0.611111,69.565216,57.95652,0.478261,0.782609,6.347826,1333,262,146,1,5,6,5,7,2,0,0,0,a9a03854402ccebc,Perfect World Shanghai Major 2024
susp,76561198342718168,Wildcard,9,3,18,5,55,0.5,56.521736,59.869564,0.391304,0.782609,1.869565,1377,269,43,3,2,2,2,7,0,1,0,0,a9a03854402ccebc,Perfect World Shanghai Major 2024
phzy,76561198408199043,Wildcard,17,4,17,5,29,1.0,60.869564,80.91304,0.73913,0.73913,2.869565,1861,184,66,1,1,3,2,8,3,1,0,0,a9a03854402ccebc,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,25,10,8,17,68,3.125,95.652176,125.08696,1.086957,0.347826,3.304348,2877,413,76,5,0,2,2,7,6,2,0,0,a9a03854402ccebc,Perfect World Shanghai Major 2024
stanislaw,76561197981849043,Wildcard,9,4,17,6,66,0.529412,52.173912,45.304348,0.391304,0.73913,1.391304,1042,207,32,1,4,1,1,7,1,0,0,0,a9a03854402ccebc,Perfect World Shanghai Major 2024
JBa,76561198184153575,Wildcard,11,5,17,6,54,0.647059,65.217392,64.04348,0.478261,0.73913,9.086957,1473,308,209,2,3,2,6,7,2,0,0,0,a9a03854402ccebc,Perfect World Shanghai Major 2024
YEKINDAR,76561198134401925,Team Liquid,15,9,18,8,53,0.833333,72.727272,75.454544,0.681818,0.818182,3.681818,1660,346,81,4,5,1,8,5,2,2,0,0,f10e0880161eacf8,Perfect World Shanghai Major 2024
ultimate,76561198283989223,Team Liquid,17,4,13,6,35,1.307692,77.272728,75.772728,0.772727,0.590909,5.090909,1667,163,112,2,2,8,3,10,2,1,0,0,f10e0880161eacf8,Perfect World Shanghai Major 2024
chelo,76561198067763828,FURIA,12,5,17,9,75,0.705882,72.727272,78.045456,0.545455,0.772727,17.545454,1717,436,386,3,4,2,6,6,3,0,0,0,f10e0880161eacf8,Perfect World Shanghai Major 2024
yuurih,76561198164970560,FURIA,16,6,11,8,50,1.454545,86.36364,69.409088,0.727273,0.5,0.454545,1527,246,10,0,2,4,2,8,2,0,1,0,f10e0880161eacf8,Perfect World Shanghai Major 2024
skullz,76561198118646644,FURIA,19,1,16,16,84,1.1875,77.272728,80.818184,0.863636,0.727273,0.545455,1778,274,12,4,1,6,1,7,4,0,1,0,f10e0880161eacf8,Perfect World Shanghai Major 2024
KSCERATO,76561198058500492,FURIA,13,9,15,6,46,0.866667,77.272728,81.818184,0.590909,0.681818,17.863636,1800,398,393,4,1,1,2,8,1,1,0,0,f10e0880161eacf8,Perfect World Shanghai Major 2024
Twistzz,76561198016255205,Team Liquid,15,8,14,8,53,1.071429,77.272728,78.090912,0.681818,0.636364,6.181818,1718,380,136,2,1,3,3,9,3,0,0,0,f10e0880161eacf8,Perfect World Shanghai Major 2024
 NAF-FLY,76561198001151695,Team Liquid,14,11,13,3,21,1.076923,77.272728,84.5,0.636364,0.590909,6.772727,1859,269,149,2,1,1,1,7,2,1,0,0,f10e0880161eacf8,Perfect World Shanghai Major 2024
FalleN,76561197960690195,FURIA,11,7,12,4,36,0.916667,86.36364,46.772728,0.5,0.545455,1.363636,1029,70,30,0,3,3,5,7,2,0,0,0,f10e0880161eacf8,Perfect World Shanghai Major 2024
jks,76561197977105184,Team Liquid,10,4,13,7,70,0.769231,72.727272,51.727272,0.454545,0.590909,7.772727,1138,269,171,1,2,2,2,8,1,0,0,0,f10e0880161eacf8,Perfect World Shanghai Major 2024
chelo,76561198067763828,FURIA,9,4,19,6,66,0.473684,70.833328,43.041668,0.375,0.791667,6.25,1033,183,150,1,6,1,5,5,2,0,0,0,3fe31655cc583b78,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,10,2,16,3,30,0.625,70.833328,39.666668,0.416667,0.666667,2.791667,952,167,67,0,2,6,5,8,1,0,0,0,3fe31655cc583b78,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,22,6,17,9,40,1.294118,75.0,81.791664,0.916667,0.708333,3.666667,1963,131,88,2,1,6,4,10,3,2,0,0,3fe31655cc583b78,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,21,6,16,16,76,1.3125,79.166672,93.583336,0.875,0.666667,8.083333,2246,453,194,2,2,5,5,6,6,1,0,0,3fe31655cc583b78,Perfect World Shanghai Major 2024
skullz,76561198118646644,FURIA,12,4,16,7,58,0.75,79.166672,59.25,0.5,0.666667,9.875,1422,341,237,4,3,0,3,6,3,0,0,0,3fe31655cc583b78,Perfect World Shanghai Major 2024
yuurih,76561198164970560,FURIA,18,6,15,5,27,1.2,70.833328,95.416664,0.75,0.625,13.083333,2290,441,314,0,3,3,0,8,5,0,0,0,3fe31655cc583b78,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,12,6,15,9,75,0.8,70.833328,66.875,0.5,0.625,3.583333,1605,363,86,4,1,5,3,8,2,0,0,0,3fe31655cc583b78,Perfect World Shanghai Major 2024
FalleN,76561197960690195,FURIA,22,5,19,9,40,1.157895,66.666672,84.25,0.916667,0.791667,3.208333,2022,194,77,4,2,1,2,9,5,1,0,0,3fe31655cc583b78,Perfect World Shanghai Major 2024
KSCERATO,76561198058500492,FURIA,20,7,14,12,60,1.428571,87.5,94.833336,0.833333,0.583333,4.875,2276,418,117,0,1,7,2,9,4,1,0,0,3fe31655cc583b78,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,18,7,17,13,72,1.058824,95.833328,93.25,0.75,0.708333,8.0,2238,378,192,7,3,2,9,13,1,1,0,0,3fe31655cc583b78,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,17,5,17,11,64,1.0,59.090908,82.818184,0.772727,0.772727,7.681818,1822,247,169,3,1,3,3,7,2,2,0,0,668f0048bae3a840,Perfect World Shanghai Major 2024
chelo,76561198067763828,FURIA,16,3,14,9,56,1.142857,63.636364,75.227272,0.727273,0.636364,1.681818,1655,242,37,4,5,2,3,9,2,1,0,0,668f0048bae3a840,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,11,9,15,4,36,0.733333,68.181816,68.409088,0.5,0.681818,14.045455,1505,175,309,2,6,2,1,8,0,1,0,0,668f0048bae3a840,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,17,5,19,10,58,0.894737,68.181816,83.772728,0.772727,0.863636,6.5,1843,333,143,3,1,2,2,6,4,1,0,0,668f0048bae3a840,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,10,7,15,6,60,0.666667,54.545456,60.636364,0.454545,0.681818,0.681818,1334,194,15,2,2,1,2,4,0,2,0,0,668f0048bae3a840,Perfect World Shanghai Major 2024
yuurih,76561198164970560,FURIA,21,4,13,14,66,1.615385,86.36364,92.36364,0.954545,0.590909,3.818182,2032,274,84,0,0,4,5,10,4,1,0,0,668f0048bae3a840,Perfect World Shanghai Major 2024
KSCERATO,76561198058500492,FURIA,13,5,12,5,38,1.083333,77.272728,78.86364,0.590909,0.545455,2.954545,1735,187,65,1,1,3,2,9,2,0,0,0,668f0048bae3a840,Perfect World Shanghai Major 2024
skullz,76561198118646644,FURIA,12,4,14,4,33,0.857143,63.636364,71.590912,0.545455,0.636364,4.863636,1575,291,107,3,1,5,3,3,2,0,0,1,668f0048bae3a840,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,11,1,13,2,18,0.846154,63.636364,48.136364,0.5,0.590909,4.227273,1059,196,93,1,1,2,2,3,4,0,0,0,668f0048bae3a840,Perfect World Shanghai Major 2024
FalleN,76561197960690195,FURIA,17,4,13,6,35,1.307692,86.36364,74.36364,0.772727,0.590909,4.0,1636,111,88,3,4,2,5,7,5,0,0,0,668f0048bae3a840,Perfect World Shanghai Major 2024
FalleN,76561197960690195,FURIA,9,6,18,3,33,0.5,66.666672,37.583332,0.375,0.75,1.291667,902,53,31,4,1,1,6,5,2,0,0,0,cac181c5b74593da,Perfect World Shanghai Major 2024
skullz,76561198118646644,FURIA,13,3,16,8,61,0.8125,79.166672,59.125,0.541667,0.666667,0.458333,1419,236,11,2,5,3,3,9,2,0,0,0,cac181c5b74593da,Perfect World Shanghai Major 2024
biguzera,76561198015308884,paiN Gaming,14,7,16,9,64,0.875,91.666672,77.541664,0.583333,0.666667,6.916667,1861,311,166,2,2,7,4,10,2,0,0,0,cac181c5b74593da,Perfect World Shanghai Major 2024
nqz,76561198350342505,paiN Gaming,14,5,19,3,21,0.736842,66.666672,58.541668,0.583333,0.791667,2.75,1405,124,66,4,4,2,5,8,3,0,0,0,cac181c5b74593da,Perfect World Shanghai Major 2024
kauez,76561198385657675,paiN Gaming,15,7,18,10,66,0.833333,66.666672,79.833336,0.625,0.75,2.625,1916,393,63,3,1,4,5,8,2,1,0,0,cac181c5b74593da,Perfect World Shanghai Major 2024
yuurih,76561198164970560,FURIA,15,8,15,8,53,1.0,79.166672,75.583336,0.625,0.625,7.708333,1814,323,185,2,2,3,2,9,3,0,0,0,cac181c5b74593da,Perfect World Shanghai Major 2024
chelo,76561198067763828,FURIA,25,4,9,22,88,2.777778,91.666672,101.916664,1.041667,0.375,3.25,2446,468,78,6,1,4,3,5,4,3,1,0,cac181c5b74593da,Perfect World Shanghai Major 2024
 lux,76561198074017668,paiN Gaming,12,4,16,3,25,0.75,62.5,55.458332,0.5,0.666667,11.791667,1331,284,283,1,5,1,4,5,2,1,0,0,cac181c5b74593da,Perfect World Shanghai Major 2024
KSCERATO,76561198058500492,FURIA,18,7,12,12,66,1.5,83.333328,84.375,0.75,0.5,14.208333,2025,484,341,0,1,3,3,5,2,3,0,0,cac181c5b74593da,Perfect World Shanghai Major 2024
snow,76561198377335846,paiN Gaming,14,6,12,4,28,1.166667,79.166672,59.416668,0.583333,0.5,4.5,1426,315,108,0,2,5,1,12,1,0,0,0,cac181c5b74593da,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports,14,5,13,5,35,1.076923,80.952385,75.714287,0.666667,0.619048,2.952381,1590,330,62,4,4,2,4,8,0,2,0,0,5d82c197f1fb3742,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,17,7,13,10,58,1.307692,85.714287,97.809525,0.809524,0.619048,9.666667,2054,385,203,1,0,2,5,8,3,1,0,0,5d82c197f1fb3742,Perfect World Shanghai Major 2024
Maka,76561198045739761,3DMAX,7,13,13,2,28,0.538462,66.666672,62.190475,0.333333,0.619048,3.666667,1306,188,77,1,3,4,3,5,1,0,0,0,5d82c197f1fb3742,Perfect World Shanghai Major 2024
Ex3rcice,76561198168198200,3DMAX,10,2,14,6,60,0.714286,66.666672,52.095238,0.47619,0.666667,0.095238,1094,144,2,1,3,1,4,6,0,0,1,0,5d82c197f1fb3742,Perfect World Shanghai Major 2024
 Djoko,76561198047876970,3DMAX,26,3,15,19,73,1.733333,71.428574,116.047623,1.238095,0.714286,1.809524,2437,307,38,4,1,8,2,6,6,0,2,0,5d82c197f1fb3742,Perfect World Shanghai Major 2024
Lucky,76561198031890115,3DMAX,7,3,14,2,28,0.5,71.428574,36.714287,0.333333,0.666667,3.476191,771,115,73,3,2,0,5,5,1,0,0,0,5d82c197f1fb3742,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,14,6,12,9,64,1.166667,76.190475,76.428574,0.666667,0.571429,11.238095,1605,262,236,1,1,3,1,8,2,1,0,0,5d82c197f1fb3742,Perfect World Shanghai Major 2024
m0NESY,76561198074762801,G2 Esports,14,1,13,6,42,1.076923,66.666672,64.285713,0.666667,0.619048,2.380952,1350,110,50,2,3,2,1,8,3,0,0,0,5d82c197f1fb3742,Perfect World Shanghai Major 2024
Snax,76561197982141573,G2 Esports,12,4,11,3,25,1.090909,80.952385,56.238094,0.571429,0.52381,2.285714,1181,192,48,3,2,4,2,10,1,0,0,0,5d82c197f1fb3742,Perfect World Shanghai Major 2024
Graviti,76561198179538505,3DMAX,11,4,16,8,72,0.6875,57.14286,70.0,0.52381,0.761905,0.190476,1470,188,4,1,2,2,3,5,3,0,0,0,5d82c197f1fb3742,Perfect World Shanghai Major 2024
syrsoN,76561197980122997,BIG,14,7,12,8,57,1.166667,61.111111,70.777779,0.777778,0.666667,3.5,1274,231,63,0,4,2,1,3,2,1,1,0,664f6d1460b54fe0,Perfect World Shanghai Major 2024
rigoN,76561198172837021,BIG,8,6,14,2,25,0.571429,66.666672,68.722221,0.444444,0.777778,4.166667,1237,105,75,1,3,1,2,3,1,1,0,0,664f6d1460b54fe0,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,11,4,8,5,45,1.375,72.222221,71.0,0.611111,0.444444,2.222222,1278,248,40,2,3,3,2,9,1,0,0,0,664f6d1460b54fe0,Perfect World Shanghai Major 2024
tabseN,76561197961491680,BIG,5,1,14,3,60,0.357143,50.0,36.222221,0.277778,0.777778,2.777778,652,78,50,0,0,0,1,3,1,0,0,0,664f6d1460b54fe0,Perfect World Shanghai Major 2024
m0NESY,76561198074762801,G2 Esports,21,5,10,5,23,2.1,88.888893,121.166664,1.166667,0.555556,7.055555,2181,197,127,5,0,4,1,7,4,2,0,0,664f6d1460b54fe0,Perfect World Shanghai Major 2024
JDC,76561198078771373,BIG,9,1,15,4,44,0.6,72.222221,60.222221,0.5,0.833333,0.0,1084,96,0,3,2,3,7,5,2,0,0,0,664f6d1460b54fe0,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,15,4,10,2,13,1.5,83.333328,69.611115,0.833333,0.555556,3.833333,1253,276,69,1,0,4,2,5,5,0,0,0,664f6d1460b54fe0,Perfect World Shanghai Major 2024
Krimbo,76561198170631091,BIG,16,4,14,10,62,1.142857,77.777779,85.111115,0.888889,0.777778,2.222222,1532,238,40,3,2,5,2,9,2,1,0,0,664f6d1460b54fe0,Perfect World Shanghai Major 2024
Snax,76561197982141573,G2 Esports,12,4,9,3,25,1.333333,77.777779,67.055557,0.666667,0.5,9.944445,1207,213,179,1,2,2,2,5,2,1,0,0,664f6d1460b54fe0,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports,10,8,15,9,90,0.666667,77.777779,76.944443,0.555556,0.833333,4.166667,1385,146,75,2,2,0,7,6,2,0,0,0,664f6d1460b54fe0,Perfect World Shanghai Major 2024
 karrigan,76561197989430253,FaZe Clan,11,3,14,6,54,0.785714,73.684212,55.894737,0.578947,0.736842,10.736842,1062,199,204,4,4,0,3,7,2,0,0,0,e1cc574fa1fb85cf,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,9,3,13,5,55,0.692308,68.421051,58.210526,0.473684,0.684211,3.421053,1106,187,65,3,3,2,2,7,1,0,0,0,e1cc574fa1fb85cf,Perfect World Shanghai Major 2024
broky,76561198201620490,FaZe Clan,18,2,9,8,44,2.0,89.473686,86.631577,0.947368,0.473684,4.526316,1646,136,86,1,0,3,3,7,4,1,0,0,e1cc574fa1fb85cf,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,14,4,17,6,42,0.823529,84.210526,70.105263,0.736842,0.894737,2.052632,1332,200,39,5,2,2,5,9,1,1,0,0,e1cc574fa1fb85cf,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports,8,5,16,7,87,0.5,73.684212,64.473686,0.421053,0.842105,1.157895,1225,85,22,0,4,4,4,4,2,0,0,0,e1cc574fa1fb85cf,Perfect World Shanghai Major 2024
m0NESY,76561198074762801,G2 Esports,8,2,12,2,25,0.666667,73.684212,68.894737,0.421053,0.631579,2.631579,1309,93,50,3,0,2,3,6,1,0,0,0,e1cc574fa1fb85cf,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,21,6,13,13,61,1.615385,78.947372,117.684212,1.105263,0.684211,6.947369,2236,252,132,0,1,2,2,7,0,5,0,0,e1cc574fa1fb85cf,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,11,7,10,9,81,1.1,94.736847,83.263161,0.578947,0.526316,5.421052,1582,303,103,0,3,4,3,7,2,0,0,0,e1cc574fa1fb85cf,Perfect World Shanghai Major 2024
Snax,76561197982141573,G2 Esports,9,6,14,4,44,0.642857,73.684212,69.736839,0.473684,0.736842,8.789474,1325,217,167,2,1,2,4,8,1,0,0,0,e1cc574fa1fb85cf,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,17,3,14,12,70,1.214286,68.421051,102.947365,0.894737,0.736842,8.578947,1956,362,163,1,1,8,3,5,5,1,0,0,e1cc574fa1fb85cf,Perfect World Shanghai Major 2024
m0NESY,76561198074762801,G2 Esports,19,5,21,7,36,0.904762,66.666672,71.133331,0.633333,0.7,3.733333,2134,202,112,2,0,8,4,10,3,1,0,0,1c4087b5b67b4893,Perfect World Shanghai Major 2024
ropz,76561197991272318,FaZe Clan,28,10,20,14,50,1.4,76.666664,96.333336,0.933333,0.666667,2.333333,2890,490,70,4,2,8,5,8,5,2,1,0,1c4087b5b67b4893,Perfect World Shanghai Major 2024
broky,76561198201620490,FaZe Clan,24,3,19,9,37,1.263158,80.0,71.23333,0.8,0.633333,2.9,2137,147,87,2,3,5,6,12,6,0,0,0,1c4087b5b67b4893,Perfect World Shanghai Major 2024
 karrigan,76561197989430253,FaZe Clan,9,10,21,2,22,0.428571,76.666664,51.266666,0.3,0.7,0.666667,1538,198,20,0,2,0,7,4,1,1,0,0,1c4087b5b67b4893,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,17,5,21,9,52,0.809524,60.000004,46.366665,0.566667,0.7,2.633333,1391,306,79,4,7,6,5,6,4,1,0,0,1c4087b5b67b4893,Perfect World Shanghai Major 2024
Snax,76561197982141573,G2 Esports,24,6,20,12,50,1.2,80.0,84.199997,0.8,0.666667,1.3,2526,315,39,2,0,3,8,8,5,2,0,0,1c4087b5b67b4893,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,24,4,23,15,62,1.043478,73.333336,85.900002,0.8,0.766667,2.733333,2577,366,82,3,1,6,6,8,5,2,0,0,1c4087b5b67b4893,Perfect World Shanghai Major 2024
frozen,76561198068422762,FaZe Clan,22,6,19,12,54,1.157895,83.333328,81.800003,0.733333,0.633333,1.0,2454,358,30,4,3,8,5,10,6,0,0,0,1c4087b5b67b4893,Perfect World Shanghai Major 2024
rain,76561197997351207,FaZe Clan,25,7,21,11,44,1.190476,83.333328,89.699997,0.833333,0.7,6.9,2691,522,207,4,6,5,8,9,5,2,0,0,1c4087b5b67b4893,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports,16,7,23,11,68,0.695652,66.666672,68.699997,0.533333,0.766667,4.466667,2061,330,134,5,6,0,5,8,4,0,0,0,1c4087b5b67b4893,Perfect World Shanghai Major 2024
malbsMd,76561198080703143,G2 Esports,13,2,14,7,53,0.928571,73.684212,62.526318,0.684211,0.736842,1.421053,1188,282,27,3,1,5,4,3,2,2,0,0,a1b3c609bf8137ee,Perfect World Shanghai Major 2024
kyxsan,76561198057282432,HEROIC,10,6,15,5,50,0.666667,73.684212,65.263161,0.526316,0.789474,9.052631,1240,273,172,2,2,4,6,6,2,0,0,0,a1b3c609bf8137ee,Perfect World Shanghai Major 2024
sjuush,76561198160709585,HEROIC,8,7,15,3,37,0.533333,73.684212,51.736843,0.421053,0.789474,0.0,983,134,0,1,2,2,4,4,2,0,0,0,a1b3c609bf8137ee,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,22,4,12,8,36,1.833333,73.684212,112.578949,1.157895,0.631579,7.263158,2139,311,138,5,3,5,4,4,4,2,1,0,a1b3c609bf8137ee,Perfect World Shanghai Major 2024
m0NESY,76561198074762801,G2 Esports,14,3,13,9,64,1.076923,89.473686,91.842102,0.736842,0.684211,5.526316,1745,226,105,2,1,2,2,10,0,2,0,0,a1b3c609bf8137ee,Perfect World Shanghai Major 2024
TeSeS,76561197996678278,HEROIC,13,4,12,10,76,1.083333,78.947372,79.105263,0.684211,0.631579,1.052632,1503,244,20,2,3,4,4,9,2,0,0,0,a1b3c609bf8137ee,Perfect World Shanghai Major 2024
Snax,76561197982141573,G2 Esports,7,6,14,4,57,0.5,63.15789,51.105263,0.368421,0.736842,0.947368,971,147,18,0,3,2,4,3,2,0,0,0,a1b3c609bf8137ee,Perfect World Shanghai Major 2024
huNter,76561198012872053,G2 Esports,8,4,14,6,75,0.571429,78.947372,59.842106,0.421053,0.736842,6.789474,1137,183,129,0,1,2,5,4,2,0,0,0,a1b3c609bf8137ee,Perfect World Shanghai Major 2024
NertZ,76561198053126645,HEROIC,16,6,14,6,37,1.142857,73.684212,101.157898,0.842105,0.736842,6.578948,1922,287,125,4,3,2,3,8,4,0,0,0,a1b3c609bf8137ee,Perfect World Shanghai Major 2024
 degster,76561198799340122,HEROIC,18,2,10,9,50,1.8,78.947372,83.105263,0.947368,0.526316,0.0,1579,171,0,0,0,3,2,6,3,2,0,0,a1b3c609bf8137ee,Perfect World Shanghai Major 2024
NiKo,76561198041683378,G2 Esports,26,9,13,16,61,2.0,81.818184,127.909088,1.181818,0.590909,1.409091,2814,410,31,7,4,3,2,6,1,6,0,0,78951c54d5b89f43,Perfect World Shanghai Major 2024
