,root,url,url_event,tournament,nspc_tournament,match_id,match_format,match_date,team_1,team_1_result,team_2,team_2_result,winner,event_id,map,map_n,url_request,direct_url_demo,file_name,output_data_path,checksum,demo_path,demo_filename
67,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380049/g2-vs-the-mongolz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95049,Bo3,2025-03-08 09:30:00,G2,1,The MongolZ,2,The MongolZ,8292,mirage,m3,https://www.hltv.org/download/demo/95049,https://r2-demos.hltv.org/demos/112833/esl-pro-league-season-21-g2-vs-the-mongolz-bo3-7apyzm7ukDG33qr0B-ny2V.rar,E8292_M95049_esl-pro-league-season-21-g2-vs-the-mongolz-bo3-7apyzm7ukDG33qr0B-ny2V.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
68,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380047/natus-vincere-vs-tyloo-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95036,Bo3,2025-03-08 06:30:00,Natus Vincere,2,TYLOO,1,Natus Vincere,8292,inferno,m1,https://www.hltv.org/download/demo/95036,https://r2-demos.hltv.org/demos/112818/esl-pro-league-season-21-natus-vincere-vs-tyloo-bo3-u9zlDGjnIy0eSohnO5P-Xx.rar,E8292_M95036_esl-pro-league-season-21-natus-vincere-vs-tyloo-bo3-u9zlDGjnIy0eSohnO5P-Xx.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
69,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380047/natus-vincere-vs-tyloo-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95036,Bo3,2025-03-08 06:30:00,Natus Vincere,2,TYLOO,1,Natus Vincere,8292,mirage,m2,https://www.hltv.org/download/demo/95036,https://r2-demos.hltv.org/demos/112818/esl-pro-league-season-21-natus-vincere-vs-tyloo-bo3-u9zlDGjnIy0eSohnO5P-Xx.rar,E8292_M95036_esl-pro-league-season-21-natus-vincere-vs-tyloo-bo3-u9zlDGjnIy0eSohnO5P-Xx.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
70,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380047/natus-vincere-vs-tyloo-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95036,Bo3,2025-03-08 06:30:00,Natus Vincere,2,TYLOO,1,Natus Vincere,8292,ancient,m3,https://www.hltv.org/download/demo/95036,https://r2-demos.hltv.org/demos/112818/esl-pro-league-season-21-natus-vincere-vs-tyloo-bo3-u9zlDGjnIy0eSohnO5P-Xx.rar,E8292_M95036_esl-pro-league-season-21-natus-vincere-vs-tyloo-bo3-u9zlDGjnIy0eSohnO5P-Xx.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
71,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380050/gamerlegion-vs-pain-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95045,Bo3,2025-03-08 09:00:00,GamerLegion,1,paiN,2,paiN,8292,nuke,m1,https://www.hltv.org/download/demo/95045,https://r2-demos.hltv.org/demos/112828/esl-pro-league-season-21-gamerlegion-vs-pain-bo3-zcuZjSa9VUSMkJoK5k8I3c.rar,E8292_M95045_esl-pro-league-season-21-gamerlegion-vs-pain-bo3-zcuZjSa9VUSMkJoK5k8I3c.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
72,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380050/gamerlegion-vs-pain-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95045,Bo3,2025-03-08 09:00:00,GamerLegion,1,paiN,2,paiN,8292,inferno,m2,https://www.hltv.org/download/demo/95045,https://r2-demos.hltv.org/demos/112828/esl-pro-league-season-21-gamerlegion-vs-pain-bo3-zcuZjSa9VUSMkJoK5k8I3c.rar,E8292_M95045_esl-pro-league-season-21-gamerlegion-vs-pain-bo3-zcuZjSa9VUSMkJoK5k8I3c.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
73,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380050/gamerlegion-vs-pain-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95045,Bo3,2025-03-08 09:00:00,GamerLegion,1,paiN,2,paiN,8292,mirage,m3,https://www.hltv.org/download/demo/95045,https://r2-demos.hltv.org/demos/112828/esl-pro-league-season-21-gamerlegion-vs-pain-bo3-zcuZjSa9VUSMkJoK5k8I3c.rar,E8292_M95045_esl-pro-league-season-21-gamerlegion-vs-pain-bo3-zcuZjSa9VUSMkJoK5k8I3c.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
74,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380048/eternal-fire-vs-mibr-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95032,Bo3,2025-03-08 06:30:00,Eternal Fire,2,MIBR,0,Eternal Fire,8292,mirage,m1,https://www.hltv.org/download/demo/95032,https://r2-demos.hltv.org/demos/112815/esl-pro-league-season-21-eternal-fire-vs-mibr-bo3-5c0XDtyDjecC4DbnFrXdzE.rar,E8292_M95032_esl-pro-league-season-21-eternal-fire-vs-mibr-bo3-5c0XDtyDjecC4DbnFrXdzE.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
75,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380048/eternal-fire-vs-mibr-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95032,Bo3,2025-03-08 06:30:00,Eternal Fire,2,MIBR,0,Eternal Fire,8292,inferno,m2,https://www.hltv.org/download/demo/95032,https://r2-demos.hltv.org/demos/112815/esl-pro-league-season-21-eternal-fire-vs-mibr-bo3-5c0XDtyDjecC4DbnFrXdzE.rar,E8292_M95032_esl-pro-league-season-21-eternal-fire-vs-mibr-bo3-5c0XDtyDjecC4DbnFrXdzE.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
76,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380043/g2-vs-pain-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94997,Bo3,2025-03-07 14:15:00,G2,2,paiN,0,G2,8292,nuke,m1,https://www.hltv.org/download/demo/94997,https://r2-demos.hltv.org/demos/112777/esl-pro-league-season-21-g2-vs-pain-bo3-CH2M9HysLDAgQQ2LK1OEKL.rar,E8292_M94997_esl-pro-league-season-21-g2-vs-pain-bo3-CH2M9HysLDAgQQ2LK1OEKL.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
77,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380043/g2-vs-pain-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94997,Bo3,2025-03-07 14:15:00,G2,2,paiN,0,G2,8292,inferno,m2,https://www.hltv.org/download/demo/94997,https://r2-demos.hltv.org/demos/112777/esl-pro-league-season-21-g2-vs-pain-bo3-CH2M9HysLDAgQQ2LK1OEKL.rar,E8292_M94997_esl-pro-league-season-21-g2-vs-pain-bo3-CH2M9HysLDAgQQ2LK1OEKL.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
78,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380042/mouz-vs-furia-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94994,Bo3,2025-03-07 11:45:00,MOUZ,2,FURIA,1,MOUZ,8292,train,m1,https://www.hltv.org/download/demo/94994,https://r2-demos.hltv.org/demos/112776/esl-pro-league-season-21-mouz-vs-furia-bo3-BKGRWkyfRh7Bo8KhpXS3Tc.rar,E8292_M94994_esl-pro-league-season-21-mouz-vs-furia-bo3-BKGRWkyfRh7Bo8KhpXS3Tc.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
79,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380042/mouz-vs-furia-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94994,Bo3,2025-03-07 11:45:00,MOUZ,2,FURIA,1,MOUZ,8292,inferno,m2,https://www.hltv.org/download/demo/94994,https://r2-demos.hltv.org/demos/112776/esl-pro-league-season-21-mouz-vs-furia-bo3-BKGRWkyfRh7Bo8KhpXS3Tc.rar,E8292_M94994_esl-pro-league-season-21-mouz-vs-furia-bo3-BKGRWkyfRh7Bo8KhpXS3Tc.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
80,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380042/mouz-vs-furia-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94994,Bo3,2025-03-07 11:45:00,MOUZ,2,FURIA,1,MOUZ,8292,nuke,m3,https://www.hltv.org/download/demo/94994,https://r2-demos.hltv.org/demos/112776/esl-pro-league-season-21-mouz-vs-furia-bo3-BKGRWkyfRh7Bo8KhpXS3Tc.rar,E8292_M94994_esl-pro-league-season-21-mouz-vs-furia-bo3-BKGRWkyfRh7Bo8KhpXS3Tc.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
81,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380041/natus-vincere-vs-saw-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94987,Bo3,2025-03-07 11:30:00,Natus Vincere,1,SAW,2,SAW,8292,inferno,m1,https://www.hltv.org/download/demo/94987,https://r2-demos.hltv.org/demos/112771/esl-pro-league-season-21-natus-vincere-vs-saw-bo3-PeKJ4V-uBfKnBCIB8ocl58.rar,E8292_M94987_esl-pro-league-season-21-natus-vincere-vs-saw-bo3-PeKJ4V-uBfKnBCIB8ocl58.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
82,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380041/natus-vincere-vs-saw-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94987,Bo3,2025-03-07 11:30:00,Natus Vincere,1,SAW,2,SAW,8292,nuke,m2,https://www.hltv.org/download/demo/94987,https://r2-demos.hltv.org/demos/112771/esl-pro-league-season-21-natus-vincere-vs-saw-bo3-PeKJ4V-uBfKnBCIB8ocl58.rar,E8292_M94987_esl-pro-league-season-21-natus-vincere-vs-saw-bo3-PeKJ4V-uBfKnBCIB8ocl58.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
83,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380041/natus-vincere-vs-saw-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94987,Bo3,2025-03-07 11:30:00,Natus Vincere,1,SAW,2,SAW,8292,ancient,m3,https://www.hltv.org/download/demo/94987,https://r2-demos.hltv.org/demos/112771/esl-pro-league-season-21-natus-vincere-vs-saw-bo3-PeKJ4V-uBfKnBCIB8ocl58.rar,E8292_M94987_esl-pro-league-season-21-natus-vincere-vs-saw-bo3-PeKJ4V-uBfKnBCIB8ocl58.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
84,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380044/the-mongolz-vs-gamerlegion-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94978,Bo3,2025-03-07 09:00:00,The MongolZ,2,GamerLegion,0,The MongolZ,8292,inferno,m1,https://www.hltv.org/download/demo/94978,https://r2-demos.hltv.org/demos/112757/esl-pro-league-season-21-the-mongolz-vs-gamerlegion-bo3-cVvAtea3a2jqGyYHg8g5GI.rar,E8292_M94978_esl-pro-league-season-21-the-mongolz-vs-gamerlegion-bo3-cVvAtea3a2jqGyYHg8g5GI.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
85,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380044/the-mongolz-vs-gamerlegion-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94978,Bo3,2025-03-07 09:00:00,The MongolZ,2,GamerLegion,0,The MongolZ,8292,mirage,m2,https://www.hltv.org/download/demo/94978,https://r2-demos.hltv.org/demos/112757/esl-pro-league-season-21-the-mongolz-vs-gamerlegion-bo3-cVvAtea3a2jqGyYHg8g5GI.rar,E8292_M94978_esl-pro-league-season-21-the-mongolz-vs-gamerlegion-bo3-cVvAtea3a2jqGyYHg8g5GI.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
86,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380045/eternal-fire-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94979,Bo3,2025-03-07 09:30:00,Eternal Fire,0,3DMAX,2,3DMAX,8292,inferno,m1,https://www.hltv.org/download/demo/94979,https://r2-demos.hltv.org/demos/112759/esl-pro-league-season-21-eternal-fire-vs-3dmax-bo3-n92j1X5nWKaSf3a0PZ-lWq.rar,E8292_M94979_esl-pro-league-season-21-eternal-fire-vs-3dmax-bo3-n92j1X5nWKaSf3a0PZ-lWq.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
87,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380045/eternal-fire-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94979,Bo3,2025-03-07 09:30:00,Eternal Fire,0,3DMAX,2,3DMAX,8292,anubis,m2,https://www.hltv.org/download/demo/94979,https://r2-demos.hltv.org/demos/112759/esl-pro-league-season-21-eternal-fire-vs-3dmax-bo3-n92j1X5nWKaSf3a0PZ-lWq.rar,E8292_M94979_esl-pro-league-season-21-eternal-fire-vs-3dmax-bo3-n92j1X5nWKaSf3a0PZ-lWq.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
88,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380051/vitality-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95059,Bo3,2025-03-08 12:55:00,Vitality,2,3DMAX,0,Vitality,8292,train,m1,https://www.hltv.org/download/demo/95059,https://r2-demos.hltv.org/demos/112845/esl-pro-league-season-21-vitality-vs-3dmax-bo3-SFueR4Yd1u5-bIhh5XKwOq.rar,E8292_M95059_esl-pro-league-season-21-vitality-vs-3dmax-bo3-SFueR4Yd1u5-bIhh5XKwOq.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
89,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380051/vitality-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95059,Bo3,2025-03-08 12:55:00,Vitality,2,3DMAX,0,Vitality,8292,dust2,m2,https://www.hltv.org/download/demo/95059,https://r2-demos.hltv.org/demos/112845/esl-pro-league-season-21-vitality-vs-3dmax-bo3-SFueR4Yd1u5-bIhh5XKwOq.rar,E8292_M95059_esl-pro-league-season-21-vitality-vs-3dmax-bo3-SFueR4Yd1u5-bIhh5XKwOq.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
90,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380040/vitality-vs-mibr-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94973,Bo3,2025-03-07 06:30:00,Vitality,2,MIBR,1,Vitality,8292,anubis,m1,https://www.hltv.org/download/demo/94973,https://r2-demos.hltv.org/demos/112752/esl-pro-league-season-21-vitality-vs-mibr-bo3-vjmAHfXA4PQfROTmirSCCF.rar,E8292_M94973_esl-pro-league-season-21-vitality-vs-mibr-bo3-vjmAHfXA4PQfROTmirSCCF.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
91,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380040/vitality-vs-mibr-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94973,Bo3,2025-03-07 06:30:00,Vitality,2,MIBR,1,Vitality,8292,inferno,m2,https://www.hltv.org/download/demo/94973,https://r2-demos.hltv.org/demos/112752/esl-pro-league-season-21-vitality-vs-mibr-bo3-vjmAHfXA4PQfROTmirSCCF.rar,E8292_M94973_esl-pro-league-season-21-vitality-vs-mibr-bo3-vjmAHfXA4PQfROTmirSCCF.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
92,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380040/vitality-vs-mibr-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94973,Bo3,2025-03-07 06:30:00,Vitality,2,MIBR,1,Vitality,8292,train,m3,https://www.hltv.org/download/demo/94973,https://r2-demos.hltv.org/demos/112752/esl-pro-league-season-21-vitality-vs-mibr-bo3-vjmAHfXA4PQfROTmirSCCF.rar,E8292_M94973_esl-pro-league-season-21-vitality-vs-mibr-bo3-vjmAHfXA4PQfROTmirSCCF.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
93,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380046/falcons-vs-liquid-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95008,Bo3,2025-03-07 15:25:00,Falcons,2,Liquid,1,Falcons,8292,inferno,m1,https://www.hltv.org/download/demo/95008,https://r2-demos.hltv.org/demos/112790/esl-pro-league-season-21-falcons-vs-liquid-bo3-2UFRkADcYr8yzKfwCRAb14.rar,E8292_M95008_esl-pro-league-season-21-falcons-vs-liquid-bo3-2UFRkADcYr8yzKfwCRAb14.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
94,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380046/falcons-vs-liquid-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95008,Bo3,2025-03-07 15:25:00,Falcons,2,Liquid,1,Falcons,8292,dust2,m2,https://www.hltv.org/download/demo/95008,https://r2-demos.hltv.org/demos/112790/esl-pro-league-season-21-falcons-vs-liquid-bo3-2UFRkADcYr8yzKfwCRAb14.rar,E8292_M95008_esl-pro-league-season-21-falcons-vs-liquid-bo3-2UFRkADcYr8yzKfwCRAb14.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
95,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380046/falcons-vs-liquid-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95008,Bo3,2025-03-07 15:25:00,Falcons,2,Liquid,1,Falcons,8292,ancient,m3,https://www.hltv.org/download/demo/95008,https://r2-demos.hltv.org/demos/112790/esl-pro-league-season-21-falcons-vs-liquid-bo3-2UFRkADcYr8yzKfwCRAb14.rar,E8292_M95008_esl-pro-league-season-21-falcons-vs-liquid-bo3-2UFRkADcYr8yzKfwCRAb14.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
96,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380039/spirit-vs-tyloo-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94971,Bo3,2025-03-07 06:40:00,Spirit,2,TYLOO,0,Spirit,8292,anubis,m1,https://www.hltv.org/download/demo/94971,https://r2-demos.hltv.org/demos/112751/esl-pro-league-season-21-spirit-vs-tyloo-bo3-Tm1kCPPm_rgV_AdICwh4UB.rar,E8292_M94971_esl-pro-league-season-21-spirit-vs-tyloo-bo3-Tm1kCPPm_rgV_AdICwh4UB.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
97,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380039/spirit-vs-tyloo-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,94971,Bo3,2025-03-07 06:40:00,Spirit,2,TYLOO,0,Spirit,8292,nuke,m2,https://www.hltv.org/download/demo/94971,https://r2-demos.hltv.org/demos/112751/esl-pro-league-season-21-spirit-vs-tyloo-bo3-Tm1kCPPm_rgV_AdICwh4UB.rar,E8292_M94971_esl-pro-league-season-21-spirit-vs-tyloo-bo3-Tm1kCPPm_rgV_AdICwh4UB.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
98,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2376870/og-vs-3dmax-thunderpick-world-championship-2024-finals,https://www.hltv.org/results?event=7694,Thunderpick World Championship 2024 Finals,thunderpick-world-championship-2024-finals,92202,Bo3,2024-11-03 10:00:00,OG,1,3DMAX,2,3DMAX,7694,dust2,m1,https://www.hltv.org/download/demo/92202,https://r2-demos.hltv.org/demos/109830/thunderpick-world-championship-2024-finals-og-vs-3dmax-bo3-80mNy-iuzh7oRGd6fM6sGk.rar,E7694_M92202_thunderpick-world-championship-2024-finals-og-vs-3dmax-bo3-80mNy-iuzh7oRGd6fM6sGk.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\Thunderpick World Championship 2024 Finals,,,
99,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2376870/og-vs-3dmax-thunderpick-world-championship-2024-finals,https://www.hltv.org/results?event=7694,Thunderpick World Championship 2024 Finals,thunderpick-world-championship-2024-finals,92202,Bo3,2024-11-03 10:00:00,OG,1,3DMAX,2,3DMAX,7694,ancient,m2,https://www.hltv.org/download/demo/92202,https://r2-demos.hltv.org/demos/109830/thunderpick-world-championship-2024-finals-og-vs-3dmax-bo3-80mNy-iuzh7oRGd6fM6sGk.rar,E7694_M92202_thunderpick-world-championship-2024-finals-og-vs-3dmax-bo3-80mNy-iuzh7oRGd6fM6sGk.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\Thunderpick World Championship 2024 Finals,,,
100,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2376870/og-vs-3dmax-thunderpick-world-championship-2024-finals,https://www.hltv.org/results?event=7694,Thunderpick World Championship 2024 Finals,thunderpick-world-championship-2024-finals,92202,Bo3,2024-11-03 10:00:00,OG,1,3DMAX,2,3DMAX,7694,nuke,m3,https://www.hltv.org/download/demo/92202,https://r2-demos.hltv.org/demos/109830/thunderpick-world-championship-2024-finals-og-vs-3dmax-bo3-80mNy-iuzh7oRGd6fM6sGk.rar,E7694_M92202_thunderpick-world-championship-2024-finals-og-vs-3dmax-bo3-80mNy-iuzh7oRGd6fM6sGk.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\Thunderpick World Championship 2024 Finals,,,
101,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2376868/heroic-vs-og-thunderpick-world-championship-2024-finals,https://www.hltv.org/results?event=7694,Thunderpick World Championship 2024 Finals,thunderpick-world-championship-2024-finals,92181,Bo3,2024-11-02 13:10:00,HEROIC,2,OG,0,HEROIC,7694,dust2,m1,https://www.hltv.org/download/demo/92181,https://r2-demos.hltv.org/demos/109809/thunderpick-world-championship-2024-finals-heroic-vs-og-bo3-FmAKl9oMve4Dwyu4DdRqvx.rar,E7694_M92181_thunderpick-world-championship-2024-finals-heroic-vs-og-bo3-FmAKl9oMve4Dwyu4DdRqvx.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\Thunderpick World Championship 2024 Finals,,,
102,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2376868/heroic-vs-og-thunderpick-world-championship-2024-finals,https://www.hltv.org/results?event=7694,Thunderpick World Championship 2024 Finals,thunderpick-world-championship-2024-finals,92181,Bo3,2024-11-02 13:10:00,HEROIC,2,OG,0,HEROIC,7694,ancient,m2,https://www.hltv.org/download/demo/92181,https://r2-demos.hltv.org/demos/109809/thunderpick-world-championship-2024-finals-heroic-vs-og-bo3-FmAKl9oMve4Dwyu4DdRqvx.rar,E7694_M92181_thunderpick-world-championship-2024-finals-heroic-vs-og-bo3-FmAKl9oMve4Dwyu4DdRqvx.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\Thunderpick World Championship 2024 Finals,,,
