killer_name,killer_steamid,killer_team_name,victim_name,victim_steamid,victim_side,victim_team_name,weapon_name,headshot,is_trade_kill,match_checksum,tournament
w0nderful,76561199063068840,Natus Vincere,magixx,76561199063238565,Counter Terrorist,Team Spirit,AK-47,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,chopper,76561198045898864,Counter Terrorist,Team Spirit,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,magixx,76561199063238565,Counter Terrorist,Team Spirit,AK-47,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,jL,76561198176878303,Terrorist,Natus Vincere,M4A1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,donk,76561198386265483,Counter Terrorist,Team Spirit,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,w0nderful,76561199063068840,Terrorist,Natus Vincere,HE Grenade,0,1,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,zont1x,76561198995880877,Counter Terrorist,Team Spirit,AK-47,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,sh1ro,76561198081484775,Counter Terrorist,Team Spirit,AK-47,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,zont1x,76561198995880877,Terrorist,Team Spirit,M4A4,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,AK-47,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,Aleksib,76561198013243326,Counter Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,jL,76561198176878303,Counter Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,donk,76561198386265483,Terrorist,Team Spirit,M4A1,0,1,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,iM,76561198050250233,Counter Terrorist,Natus Vincere,AK-47,0,1,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,magixx,76561199063238565,Terrorist,Team Spirit,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,b1t,76561198246607476,Counter Terrorist,Natus Vincere,AK-47,0,1,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,sh1ro,76561198081484775,Terrorist,Team Spirit,AWP,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,iM,76561198050250233,Counter Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team Spirit,b1t,76561198246607476,Counter Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
World,0,,zont1x,76561198995880877,Terrorist,Team Spirit,C4,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,jL,76561198176878303,Counter Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,magixx,76561199063238565,Terrorist,Team Spirit,AWP,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,AWP,0,1,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,Aleksib,76561198013243326,Counter Terrorist,Natus Vincere,AK-47,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,chopper,76561198045898864,Terrorist,Team Spirit,M4A4,1,1,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,donk,76561198386265483,Terrorist,Team Spirit,M4A4,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,b1t,76561198246607476,Counter Terrorist,Natus Vincere,Molotov,0,1,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,iM,76561198050250233,Counter Terrorist,Natus Vincere,AWP,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,iM,76561198050250233,Counter Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,donk,76561198386265483,Terrorist,Team Spirit,M4A4,0,1,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,zont1x,76561198995880877,Terrorist,Team Spirit,M4A4,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team Spirit,Aleksib,76561198013243326,Counter Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,b1t,76561198246607476,Counter Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,jL,76561198176878303,Counter Terrorist,Natus Vincere,AWP,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,AWP,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,donk,76561198386265483,Terrorist,Team Spirit,M4A4,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,b1t,76561198246607476,Counter Terrorist,Natus Vincere,AK-47,0,1,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,jL,76561198176878303,Counter Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,magixx,76561199063238565,Terrorist,Team Spirit,M4A1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,w0nderful,76561199063068840,Counter Terrorist,Natus Vincere,AK-47,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,iM,76561198050250233,Counter Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
World,0,,zont1x,76561198995880877,Terrorist,Team Spirit,C4,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,donk,76561198386265483,Terrorist,Team Spirit,M4A1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,magixx,76561199063238565,Terrorist,Team Spirit,M4A1,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,chopper,76561198045898864,Terrorist,Team Spirit,M4A1,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,zont1x,76561198995880877,Terrorist,Team Spirit,AWP,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,iM,76561198050250233,Counter Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,sh1ro,76561198081484775,Terrorist,Team Spirit,M4A1,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,Aleksib,76561198013243326,Terrorist,Natus Vincere,M4A1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,jL,76561198176878303,Terrorist,Natus Vincere,M4A1,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,iM,76561198050250233,Terrorist,Natus Vincere,M4A1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,magixx,76561199063238565,Counter Terrorist,Team Spirit,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,b1t,76561198246607476,Terrorist,Natus Vincere,M4A1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,sh1ro,76561198081484775,Counter Terrorist,Team Spirit,AK-47,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,w0nderful,76561199063068840,Terrorist,Natus Vincere,M4A1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,donk,76561198386265483,Counter Terrorist,Team Spirit,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team Spirit,iM,76561198050250233,Terrorist,Natus Vincere,M4A1,0,1,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team Spirit,Aleksib,76561198013243326,Terrorist,Natus Vincere,M4A1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,magixx,76561199063238565,Counter Terrorist,Team Spirit,AK-47,0,1,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,sh1ro,76561198081484775,Counter Terrorist,Team Spirit,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,w0nderful,76561199063068840,Terrorist,Natus Vincere,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,chopper,76561198045898864,Counter Terrorist,Team Spirit,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,zont1x,76561198995880877,Counter Terrorist,Team Spirit,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,b1t,76561198246607476,Terrorist,Natus Vincere,M4A1,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,iM,76561198050250233,Terrorist,Natus Vincere,M4A1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,donk,76561198386265483,Counter Terrorist,Team Spirit,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,w0nderful,76561199063068840,Terrorist,Natus Vincere,M4A1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,chopper,76561198045898864,Counter Terrorist,Team Spirit,AK-47,1,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,jL,76561198176878303,Terrorist,Natus Vincere,M4A1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team Spirit,Aleksib,76561198013243326,Terrorist,Natus Vincere,M4A1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,magixx,76561199063238565,Counter Terrorist,Team Spirit,Glock-18,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,SunPayus,76561198309839541,Terrorist,HEROIC,Dual Berettas,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
xfl0ud,76561198178209109,HEROIC,donk,76561198386265483,Counter Terrorist,Team Spirit,Glock-18,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,xfl0ud,76561198178209109,Terrorist,HEROIC,USP-S,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
maden,76561198165452027,HEROIC,zont1x,76561198995880877,Counter Terrorist,Team Spirit,Glock-18,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,maden,76561198165452027,Terrorist,HEROIC,Glock-18,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,yxngstxr,76561199137143905,Terrorist,HEROIC,Dual Berettas,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,LNZ,76561198104626893,Terrorist,HEROIC,Dual Berettas,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
yxngstxr,76561199137143905,HEROIC,magixx,76561199063238565,Counter Terrorist,Team Spirit,MAC-10,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
maden,76561198165452027,HEROIC,donk,76561198386265483,Counter Terrorist,Team Spirit,Galil AR,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
yxngstxr,76561199137143905,HEROIC,chopper,76561198045898864,Counter Terrorist,Team Spirit,MAC-10,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,LNZ,76561198104626893,Terrorist,HEROIC,MP9,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
LNZ,76561198104626893,HEROIC,sh1ro,76561198081484775,Counter Terrorist,Team Spirit,Molotov,0,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,yxngstxr,76561199137143905,Terrorist,HEROIC,M4A1,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,donk,76561198386265483,Counter Terrorist,Team Spirit,FAMAS,1,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,zont1x,76561198995880877,Counter Terrorist,Team Spirit,FAMAS,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,xfl0ud,76561198178209109,Terrorist,HEROIC,MAC-10,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
LNZ,76561198104626893,HEROIC,zont1x,76561198995880877,Counter Terrorist,Team Spirit,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,donk,76561198386265483,Counter Terrorist,Team Spirit,FAMAS,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
maden,76561198165452027,HEROIC,magixx,76561199063238565,Counter Terrorist,Team Spirit,Galil AR,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
LNZ,76561198104626893,HEROIC,sh1ro,76561198081484775,Counter Terrorist,Team Spirit,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,maden,76561198165452027,Terrorist,HEROIC,MAC-10,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
LNZ,76561198104626893,HEROIC,donk,76561198386265483,Counter Terrorist,Team Spirit,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
xfl0ud,76561198178209109,HEROIC,sh1ro,76561198081484775,Counter Terrorist,Team Spirit,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,xfl0ud,76561198178209109,Terrorist,HEROIC,M4A1,0,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
yxngstxr,76561199137143905,HEROIC,zont1x,76561198995880877,Counter Terrorist,Team Spirit,M4A1,0,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team Spirit,SunPayus,76561198309839541,Terrorist,HEROIC,MP9,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
yxngstxr,76561199137143905,HEROIC,magixx,76561199063238565,Counter Terrorist,Team Spirit,M4A1,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,yxngstxr,76561199137143905,Terrorist,HEROIC,Galil AR,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,magixx,76561199063238565,Counter Terrorist,Team Spirit,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,LNZ,76561198104626893,Terrorist,HEROIC,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,yxngstxr,76561199137143905,Terrorist,HEROIC,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,chopper,76561198045898864,Counter Terrorist,Team Spirit,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,maden,76561198165452027,Terrorist,HEROIC,AWP,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
xfl0ud,76561198178209109,HEROIC,donk,76561198386265483,Counter Terrorist,Team Spirit,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,xfl0ud,76561198178209109,Terrorist,HEROIC,AK-47,0,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,sh1ro,76561198081484775,Counter Terrorist,Team Spirit,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,zont1x,76561198995880877,Counter Terrorist,Team Spirit,AK-47,1,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,LNZ,76561198104626893,Terrorist,HEROIC,Desert Eagle,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,xfl0ud,76561198178209109,Terrorist,HEROIC,Five-SeveN,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
yxngstxr,76561199137143905,HEROIC,zont1x,76561198995880877,Counter Terrorist,Team Spirit,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,yxngstxr,76561199137143905,Terrorist,HEROIC,AWP,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,maden,76561198165452027,Terrorist,HEROIC,AWP,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,chopper,76561198045898864,Counter Terrorist,Team Spirit,AWP,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,maden,76561198165452027,Terrorist,HEROIC,M4A1,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
yxngstxr,76561199137143905,HEROIC,zont1x,76561198995880877,Counter Terrorist,Team Spirit,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team Spirit,LNZ,76561198104626893,Terrorist,HEROIC,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,magixx,76561199063238565,Counter Terrorist,Team Spirit,AWP,0,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,SunPayus,76561198309839541,Terrorist,HEROIC,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
yxngstxr,76561199137143905,HEROIC,sh1ro,76561198081484775,Counter Terrorist,Team Spirit,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,yxngstxr,76561199137143905,Terrorist,HEROIC,AK-47,1,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
xfl0ud,76561198178209109,HEROIC,donk,76561198386265483,Counter Terrorist,Team Spirit,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
LNZ,76561198104626893,HEROIC,magixx,76561199063238565,Counter Terrorist,Team Spirit,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,LNZ,76561198104626893,Terrorist,HEROIC,M4A1,0,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,yxngstxr,76561199137143905,Terrorist,HEROIC,M4A1,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
maden,76561198165452027,HEROIC,donk,76561198386265483,Counter Terrorist,Team Spirit,AK-47,0,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,maden,76561198165452027,Terrorist,HEROIC,M4A1,1,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
xfl0ud,76561198178209109,HEROIC,sh1ro,76561198081484775,Counter Terrorist,Team Spirit,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,zont1x,76561198995880877,Counter Terrorist,Team Spirit,AWP,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
xfl0ud,76561198178209109,HEROIC,magixx,76561199063238565,Counter Terrorist,Team Spirit,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,xfl0ud,76561198178209109,Terrorist,HEROIC,M4A1,0,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
maden,76561198165452027,HEROIC,donk,76561198386265483,Counter Terrorist,Team Spirit,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,yxngstxr,76561199137143905,Terrorist,HEROIC,M4A1,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,maden,76561198165452027,Terrorist,HEROIC,M4A1,0,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
LNZ,76561198104626893,HEROIC,chopper,76561198045898864,Counter Terrorist,Team Spirit,AK-47,0,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
LNZ,76561198104626893,HEROIC,sh1ro,76561198081484775,Counter Terrorist,Team Spirit,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
LNZ,76561198104626893,HEROIC,zont1x,76561198995880877,Counter Terrorist,Team Spirit,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,xfl0ud,76561198178209109,Terrorist,HEROIC,MP9,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team Spirit,LNZ,76561198104626893,Terrorist,HEROIC,MP9,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team Spirit,maden,76561198165452027,Terrorist,HEROIC,MP9,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
yxngstxr,76561199137143905,HEROIC,zont1x,76561198995880877,Counter Terrorist,Team Spirit,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,yxngstxr,76561199137143905,Terrorist,HEROIC,Five-SeveN,1,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,sh1ro,76561198081484775,Counter Terrorist,Team Spirit,AWP,0,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,donk,76561198386265483,Counter Terrorist,Team Spirit,AWP,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,magixx,76561199063238565,Counter Terrorist,Team Spirit,AWP,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,SunPayus,76561198309839541,Terrorist,HEROIC,AWP,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,xfl0ud,76561198178209109,Terrorist,HEROIC,M4A1,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
maden,76561198165452027,HEROIC,chopper,76561198045898864,Counter Terrorist,Team Spirit,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
yxngstxr,76561199137143905,HEROIC,donk,76561198386265483,Counter Terrorist,Team Spirit,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
yxngstxr,76561199137143905,HEROIC,sh1ro,76561198081484775,Counter Terrorist,Team Spirit,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
maden,76561198165452027,HEROIC,magixx,76561199063238565,Counter Terrorist,Team Spirit,AK-47,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,yxngstxr,76561199137143905,Terrorist,HEROIC,M4A1,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
LNZ,76561198104626893,HEROIC,zont1x,76561198995880877,Counter Terrorist,Team Spirit,AK-47,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,sh1ro,76561198081484775,Terrorist,Team Spirit,USP-S,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,xfl0ud,76561198178209109,Counter Terrorist,HEROIC,Glock-18,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,SunPayus,76561198309839541,Counter Terrorist,HEROIC,Glock-18,0,1,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,maden,76561198165452027,Counter Terrorist,HEROIC,Glock-18,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,LNZ,76561198104626893,Counter Terrorist,HEROIC,Glock-18,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,yxngstxr,76561199137143905,Counter Terrorist,HEROIC,Glock-18,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,yxngstxr,76561199137143905,Counter Terrorist,HEROIC,MAC-10,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
