root,url,url_event,tournament,nspc_tournament,match_id,url_request,direct_url_demo,file_name,demo_path,output_data_path
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378695/pain-vs-astralis-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93840,https://www.hltv.org/download/demo/93840,https://r2-demos.hltv.org/demos/111541/iem-katowice-2025-play-in-pain-vs-astralis-bo3-zcf_AdT_8ajNr9n6bFvh13.rar,iem-katowice-2025-play-in-pain-vs-astralis-bo3-zcf_AdT_8ajNr9n6bFvh13.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378694/liquid-vs-wildcard-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93839,https://www.hltv.org/download/demo/93839,https://r2-demos.hltv.org/demos/111540/iem-katowice-2025-play-in-liquid-vs-wildcard-bo3-C2UMOaPFKF_dF1VLSI0toF.rar,iem-katowice-2025-play-in-liquid-vs-wildcard-bo3-C2UMOaPFKF_dF1VLSI0toF.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378696/virtuspro-vs-mibr-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93838,https://www.hltv.org/download/demo/93838,https://r2-demos.hltv.org/demos/111538/iem-katowice-2025-play-in-virtuspro-vs-mibr-bo3-Urwoe92hwjeC61lq1_PSTH.rar,iem-katowice-2025-play-in-virtuspro-vs-mibr-bo3-Urwoe92hwjeC61lq1_PSTH.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378697/big-vs-heroic-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93837,https://www.hltv.org/download/demo/93837,https://r2-demos.hltv.org/demos/111537/iem-katowice-2025-play-in-big-vs-heroic-bo3-KvlmFiXJQmR2f_ILlW2f-R.rar,iem-katowice-2025-play-in-big-vs-heroic-bo3-KvlmFiXJQmR2f_ILlW2f-R.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378693/wildcard-vs-furia-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93835,https://www.hltv.org/download/demo/93835,https://r2-demos.hltv.org/demos/111536/iem-katowice-2025-play-in-wildcard-vs-furia-bo3-tw4hh6yPiGHUyxkjRhTr_j.rar,iem-katowice-2025-play-in-wildcard-vs-furia-bo3-tw4hh6yPiGHUyxkjRhTr_j.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378686/complexity-vs-liquid-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93834,https://www.hltv.org/download/demo/93834,https://r2-demos.hltv.org/demos/111534/iem-katowice-2025-play-in-complexity-vs-liquid-bo3--ld2iy0fwL_96IlIUTqn_8.rar,iem-katowice-2025-play-in-complexity-vs-liquid-bo3--ld2iy0fwL_96IlIUTqn_8.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378690/eternal-fire-vs-heroic-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93827,https://www.hltv.org/download/demo/93827,https://r2-demos.hltv.org/demos/111526/iem-katowice-2025-play-in-eternal-fire-vs-heroic-bo3-1UcWBdEfhXD76CvAI6TFRI.rar,iem-katowice-2025-play-in-eternal-fire-vs-heroic-bo3-1UcWBdEfhXD76CvAI6TFRI.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378689/big-vs-imperial-valkyries-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93824,https://www.hltv.org/download/demo/93824,https://r2-demos.hltv.org/demos/111523/iem-katowice-2025-play-in-big-vs-imperial-fe-bo3-S8ppfgOmd0WVQ47gNMaYJG.rar,iem-katowice-2025-play-in-big-vs-imperial-fe-bo3-S8ppfgOmd0WVQ47gNMaYJG.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378687/flyquest-vs-astralis-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93823,https://www.hltv.org/download/demo/93823,https://r2-demos.hltv.org/demos/111522/iem-katowice-2025-play-in-flyquest-vs-astralis-bo3-vxQpYEEmvNJvKaMKff_Gh8.rar,iem-katowice-2025-play-in-flyquest-vs-astralis-bo3-vxQpYEEmvNJvKaMKff_Gh8.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378691/3dmax-vs-mibr-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93822,https://www.hltv.org/download/demo/93822,https://r2-demos.hltv.org/demos/111521/iem-katowice-2025-play-in-3dmax-vs-mibr-bo3-Cmb0JFn-Un7B7xOgS7kYNa.rar,iem-katowice-2025-play-in-3dmax-vs-mibr-bo3-Cmb0JFn-Un7B7xOgS7kYNa.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378692/pain-vs-gamerlegion-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93818,https://www.hltv.org/download/demo/93818,https://r2-demos.hltv.org/demos/111516/iem-katowice-2025-play-in-pain-vs-gamerlegion-bo3-Hh2Ws1K5m4dYW6cKQZ_q9v.rar,iem-katowice-2025-play-in-pain-vs-gamerlegion-bo3-Hh2Ws1K5m4dYW6cKQZ_q9v.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378688/virtuspro-vs-saw-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93817,https://www.hltv.org/download/demo/93817,https://r2-demos.hltv.org/demos/111515/iem-katowice-2025-play-in-virtuspro-vs-saw-bo3-dMmoU2EOwngEJOj3Hyw68L.rar,iem-katowice-2025-play-in-virtuspro-vs-saw-bo3-dMmoU2EOwngEJOj3Hyw68L.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378415/liquid-vs-heroic-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93809,https://www.hltv.org/download/demo/93809,https://r2-demos.hltv.org/demos/111506/iem-katowice-2025-play-in-liquid-vs-heroic-bo3-YSCIDNcxxCtqiUoGT1H6Fx.rar,iem-katowice-2025-play-in-liquid-vs-heroic-bo3-YSCIDNcxxCtqiUoGT1H6Fx.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378416/complexity-vs-eternal-fire-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93807,https://www.hltv.org/download/demo/93807,https://r2-demos.hltv.org/demos/111504/iem-katowice-2025-play-in-complexity-vs-eternal-fire-bo3-QHLPqyljpEQWAzo274RSD4.rar,iem-katowice-2025-play-in-complexity-vs-eternal-fire-bo3-QHLPqyljpEQWAzo274RSD4.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378422/imperial-valkyries-vs-furia-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93804,https://www.hltv.org/download/demo/93804,https://r2-demos.hltv.org/demos/111500/iem-katowice-2025-play-in-imperial-fe-vs-furia-bo3-RNquQRDCRCIVTBrdOVjkG4.rar,iem-katowice-2025-play-in-imperial-fe-vs-furia-bo3-RNquQRDCRCIVTBrdOVjkG4.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378421/wildcard-vs-big-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93801,https://www.hltv.org/download/demo/93801,https://r2-demos.hltv.org/demos/111498/iem-katowice-2025-play-in-wildcard-vs-big-bo3-tIPpNK_3yV_e_yMxRaGNk4.rar,iem-katowice-2025-play-in-wildcard-vs-big-bo3-tIPpNK_3yV_e_yMxRaGNk4.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378418/astralis-vs-mibr-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93802,https://www.hltv.org/download/demo/93802,https://r2-demos.hltv.org/demos/111496/iem-katowice-2025-play-in-astralis-vs-mibr-bo3-ZdEjh226Ni5hfCCLy_iSm5.rar,iem-katowice-2025-play-in-astralis-vs-mibr-bo3-ZdEjh226Ni5hfCCLy_iSm5.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378420/saw-vs-gamerlegion-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93798,https://www.hltv.org/download/demo/93798,https://r2-demos.hltv.org/demos/111494/iem-katowice-2025-play-in-saw-vs-gamerlegion-bo3-XuHuWGOkSwvpFwqohPGxIl.rar,iem-katowice-2025-play-in-saw-vs-gamerlegion-bo3-XuHuWGOkSwvpFwqohPGxIl.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378417/3dmax-vs-flyquest-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93795,https://www.hltv.org/download/demo/93795,https://r2-demos.hltv.org/demos/111490/iem-katowice-2025-play-in-3dmax-vs-flyquest-bo3-PLjCUb6_2MWlCuUmzEVwLY.rar,iem-katowice-2025-play-in-3dmax-vs-flyquest-bo3-PLjCUb6_2MWlCuUmzEVwLY.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378419/pain-vs-virtuspro-iem-katowice-2025-play-in,https://www.hltv.org/results?event=8229,IEM Katowice 2025 Play-in,iem-katowice-2025-play-in,93793,https://www.hltv.org/download/demo/93793,https://r2-demos.hltv.org/demos/111489/iem-katowice-2025-play-in-pain-vs-virtuspro-bo3-vtpxprc_N6m9x9Yd9C0VZc.rar,iem-katowice-2025-play-in-pain-vs-virtuspro-bo3-vtpxprc_N6m9x9Yd9C0VZc.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025 Play-in,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025 Play-in
