name,steamid,team_name,kills,assists,deaths,headshots,hs_%,kd,kast,avg_damages_per_round,avg_kills_per_round,avg_death_per_round,utility_damage_per_round,health_damage,armor_damage,utility_damage,first_kill,first_death,trade_kill,trade_death,1k,2k,3k,4k,5k,match_checksum,tournament
ewjerkz,76561198262460262,Team A,10,4,7,5,50,1.428571,81.25,71.6875,0.625,0.4375,3.25,1147,176,52,2,0,3,1,4,3,0,0,0,b122b20cb1e25e7e,ESL Challenger Katowice 2024
cptkurtka023,76561198136488014,Team B,9,3,13,8,88,0.692308,68.75,72.125,0.5625,0.8125,2.75,1154,214,44,1,4,0,5,4,1,1,0,0,b122b20cb1e25e7e,ESL Challenger Katowice 2024
ag1l,76561198186878873,Team A,9,3,7,6,66,1.285714,68.75,65.1875,0.5625,0.4375,1.5625,1043,172,25,0,1,1,1,7,1,0,0,0,b122b20cb1e25e7e,ESL Challenger Katowice 2024
MUTiRiS,76561197997981170,Team A,18,4,8,9,50,2.25,81.25,102.5,1.125,0.5,3.6875,1640,328,59,4,1,1,5,1,7,1,0,0,b122b20cb1e25e7e,ESL Challenger Katowice 2024
story,76561198065448360,Team A,15,3,6,5,33,2.5,87.5,100.875,0.9375,0.375,17.375,1614,116,278,2,1,4,1,8,2,1,0,0,b122b20cb1e25e7e,ESL Challenger Katowice 2024
roman ,76561197994395491,Team A,13,2,9,8,61,1.444444,87.5,87.625,0.8125,0.5625,4.8125,1402,217,77,5,0,1,2,8,1,1,0,0,b122b20cb1e25e7e,ESL Challenger Katowice 2024
npl,76561198305036904,Team B,10,5,12,6,60,0.833333,62.5,77.6875,0.625,0.75,2.6875,1243,161,43,2,4,3,2,4,1,0,1,0,b122b20cb1e25e7e,ESL Challenger Katowice 2024
story,76561198065448360,Team B,16,4,9,10,62,1.777778,72.222221,86.555557,0.888889,0.5,1.277778,1558,132,23,2,3,3,3,4,3,2,0,0,c4679dd1ddb9c0f6,ESL Challenger Katowice 2024
roman ,76561197994395491,Team B,17,4,9,10,58,1.888889,83.333328,98.833336,0.944444,0.5,2.111111,1779,183,38,2,2,2,3,8,3,1,0,0,c4679dd1ddb9c0f6,ESL Challenger Katowice 2024
MUTiRiS,76561197997981170,Team B,12,5,7,6,50,1.714286,83.333328,82.555557,0.666667,0.388889,1.055556,1486,197,19,2,1,2,1,5,2,1,0,0,c4679dd1ddb9c0f6,ESL Challenger Katowice 2024
cptkurtka023,76561198136488014,Team A,11,1,13,7,63,0.846154,72.222221,83.388885,0.611111,0.722222,1.888889,1501,270,34,1,1,4,2,5,3,0,0,0,c4679dd1ddb9c0f6,ESL Challenger Katowice 2024
alex666,76561198304115519,Team A,8,1,15,3,37,0.533333,61.111111,54.777779,0.444444,0.833333,2.5,986,237,45,3,3,1,4,6,1,0,0,0,c4679dd1ddb9c0f6,ESL Challenger Katowice 2024
npl,76561198305036904,Team A,8,1,12,7,87,0.666667,44.444447,58.833332,0.444444,0.666667,2.388889,1059,189,43,1,4,0,0,6,1,0,0,0,c4679dd1ddb9c0f6,ESL Challenger Katowice 2024
ag1l,76561198186878873,Team B,11,3,9,6,54,1.222222,77.777779,73.111115,0.611111,0.5,4.333333,1316,181,78,0,0,2,2,5,3,0,0,0,c4679dd1ddb9c0f6,ESL Challenger Katowice 2024
esenthial,76561199149812353,Team A,6,0,13,5,83,0.461538,55.555557,44.166668,0.333333,0.722222,0.888889,795,145,16,0,1,2,3,6,0,0,0,0,c4679dd1ddb9c0f6,ESL Challenger Katowice 2024
ewjerkz,76561198262460262,Team B,11,2,11,7,63,1.0,72.222221,62.444443,0.611111,0.611111,1.222222,1124,144,22,4,2,2,3,5,3,0,0,0,c4679dd1ddb9c0f6,ESL Challenger Katowice 2024
headtr1ck,76561198359519930,Team A,12,5,14,6,50,0.857143,66.666672,89.833336,0.666667,0.777778,5.111111,1617,253,92,3,1,3,2,7,1,1,0,0,c4679dd1ddb9c0f6,ESL Challenger Katowice 2024
Djoko,76561198047876970,Team A,13,6,18,8,61,0.722222,70.833328,63.5,0.541667,0.75,10.458333,1524,250,251,4,3,2,8,7,1,0,1,0,3a5be6e4d45a306e,IEM Katowice 2025
Lucky,76561198031890115,Team A,14,5,16,6,42,0.875,75.0,72.458336,0.583333,0.666667,7.0,1739,237,168,2,1,2,5,8,0,2,0,0,3a5be6e4d45a306e,IEM Katowice 2025
JDC,76561198078771373,Team B,19,7,18,8,42,1.055556,66.666672,103.041664,0.791667,0.75,7.625,2473,304,183,7,1,3,1,9,2,2,0,0,3a5be6e4d45a306e,IEM Katowice 2025
Ex3rcice,76561198168198200,Team A,14,5,15,7,50,0.933333,87.5,59.125,0.583333,0.625,1.791667,1419,208,43,0,1,5,6,7,2,1,0,0,3a5be6e4d45a306e,IEM Katowice 2025
Graviti,76561198179538505,Team A,19,2,16,13,68,1.1875,58.333332,86.0,0.791667,0.666667,3.0,2064,173,72,1,4,5,0,4,2,1,2,0,3a5be6e4d45a306e,IEM Katowice 2025
tabseN,76561197961491680,Team B,13,4,19,7,53,0.684211,62.5,50.208332,0.541667,0.791667,9.0,1205,198,216,2,2,3,4,9,2,0,0,0,3a5be6e4d45a306e,IEM Katowice 2025
kyuubii,76561198144926364,Team B,22,5,19,9,40,1.157895,79.166672,93.666664,0.916667,0.791667,4.708333,2248,431,113,1,2,2,4,9,2,3,0,0,3a5be6e4d45a306e,IEM Katowice 2025
Maka,76561198045739761,Team A,24,4,15,6,25,1.6,79.166672,109.25,1.0,0.625,4.75,2622,263,114,4,4,4,2,7,3,1,2,0,3a5be6e4d45a306e,IEM Katowice 2025
hyped,76561198139604328,Team B,11,6,15,2,18,0.733333,70.833328,52.958332,0.458333,0.625,7.708333,1271,111,185,3,4,2,3,7,2,0,0,0,3a5be6e4d45a306e,IEM Katowice 2025
Krimbo,76561198170631091,Team B,15,7,13,10,66,1.153846,75.0,62.208332,0.625,0.541667,4.666667,1493,289,112,0,2,1,0,8,2,1,0,0,3a5be6e4d45a306e,IEM Katowice 2025
Graviti,76561198179538505,Team B,19,1,11,10,52,1.727273,94.736847,98.0,1.0,0.578947,3.736842,1862,287,71,3,1,3,3,6,3,1,1,0,bf5f494d030fe791,IEM Katowice 2025
hyped,76561198139604328,Team A,6,1,14,1,16,0.428571,57.894737,39.842106,0.315789,0.736842,3.052632,757,49,58,0,4,2,3,2,2,0,0,0,bf5f494d030fe791,IEM Katowice 2025
Djoko,76561198047876970,Team B,8,5,13,5,62,0.615385,78.947372,50.578949,0.421053,0.684211,3.578947,961,169,68,1,1,1,5,6,1,0,0,0,bf5f494d030fe791,IEM Katowice 2025
tabseN,76561197961491680,Team A,14,7,14,11,78,1.0,89.473686,92.684212,0.736842,0.736842,13.526316,1761,428,257,1,3,3,6,7,2,1,0,0,bf5f494d030fe791,IEM Katowice 2025
JDC,76561198078771373,Team A,14,4,17,7,50,0.823529,68.421051,75.473686,0.736842,0.894737,8.947369,1434,360,170,2,1,3,2,10,2,0,0,0,bf5f494d030fe791,IEM Katowice 2025
Maka,76561198045739761,Team B,20,4,9,11,55,2.222222,94.736847,94.210526,1.052632,0.473684,8.894737,1790,158,169,4,0,4,4,7,2,3,0,0,bf5f494d030fe791,IEM Katowice 2025
Lucky,76561198031890115,Team B,18,5,10,14,77,1.8,89.473686,97.736839,0.947368,0.526316,14.789474,1857,320,281,3,3,8,6,3,6,1,0,0,bf5f494d030fe791,IEM Katowice 2025
Ex3rcice,76561198168198200,Team B,6,4,12,3,50,0.5,68.421051,55.105263,0.315789,0.631579,2.0,1047,127,38,1,2,2,4,4,1,0,0,0,bf5f494d030fe791,IEM Katowice 2025
kyuubii,76561198144926364,Team A,5,5,13,3,60,0.384615,68.421051,30.368422,0.263158,0.684211,6.105263,577,101,116,1,1,2,1,5,0,0,0,0,bf5f494d030fe791,IEM Katowice 2025
Krimbo,76561198170631091,Team A,16,0,13,11,68,1.230769,68.421051,91.631577,0.842105,0.684211,1.315789,1741,387,25,3,3,2,3,3,5,1,0,0,bf5f494d030fe791,IEM Katowice 2025
Wicadia,76561198812513923,Team A,16,5,13,8,50,1.230769,64.705887,108.470589,0.941176,0.764706,3.588235,1844,257,61,2,0,7,1,5,4,1,0,0,7a873ef2dfe2748b,IEM Katowice 2025
MAJ3R,76561197967432889,Team A,5,3,11,3,60,0.454545,76.470589,38.705883,0.294118,0.647059,7.176471,658,161,122,0,2,1,5,3,1,0,0,0,7a873ef2dfe2748b,IEM Katowice 2025
woxic,76561198083485506,Team A,9,2,15,4,44,0.6,76.470589,60.64706,0.529412,0.882353,0.823529,1031,83,14,3,4,0,7,5,2,0,0,0,7a873ef2dfe2748b,IEM Katowice 2025
Ex3rcice,76561198168198200,Team B,20,5,12,15,75,1.666667,82.352943,122.176468,1.176471,0.705882,3.176471,2077,245,54,2,0,4,2,6,3,1,0,1,7a873ef2dfe2748b,IEM Katowice 2025
Maka,76561198045739761,Team B,8,7,9,5,62,0.888889,88.235298,56.588234,0.470588,0.529412,11.823529,962,174,201,2,2,2,5,3,1,1,0,0,7a873ef2dfe2748b,IEM Katowice 2025
XANTARES,76561198044118796,Team A,10,3,11,6,60,0.909091,76.470589,65.352943,0.588235,0.647059,6.647059,1111,241,113,1,1,3,3,6,2,0,0,0,7a873ef2dfe2748b,IEM Katowice 2025
Djoko,76561198047876970,Team B,15,3,11,5,33,1.363636,82.352943,72.352943,0.882353,0.647059,7.470588,1230,222,127,4,2,5,5,9,1,0,1,0,7a873ef2dfe2748b,IEM Katowice 2025
Lucky,76561198031890115,Team B,5,6,10,3,60,0.5,82.352943,49.882355,0.294118,0.588235,9.058824,848,182,154,0,1,2,4,3,1,0,0,0,7a873ef2dfe2748b,IEM Katowice 2025
Graviti,76561198179538505,Team B,15,3,9,12,80,1.666667,82.352943,89.705879,0.882353,0.529412,1.529412,1525,225,26,2,2,4,3,6,3,1,0,0,7a873ef2dfe2748b,IEM Katowice 2025
jottAAA,76561198410750263,Team A,11,5,13,6,54,0.846154,70.588234,63.470589,0.647059,0.764706,0.058824,1079,230,1,1,3,4,2,9,1,0,0,0,7a873ef2dfe2748b,IEM Katowice 2025
XANTARES,76561198044118796,Team B,20,5,23,15,75,0.869565,68.965515,75.379311,0.689655,0.793103,3.758621,2186,378,109,7,6,3,6,9,4,1,0,0,6c679391a6dbcf2f,IEM Katowice 2025
Djoko,76561198047876970,Team A,18,7,22,11,61,0.818182,72.413788,75.655174,0.62069,0.758621,12.689655,2194,346,368,6,5,2,8,11,2,1,0,0,6c679391a6dbcf2f,IEM Katowice 2025
jottAAA,76561198410750263,Team B,30,9,15,13,43,2.0,75.862068,107.689651,1.034483,0.517241,4.724138,3123,476,137,2,2,3,3,9,6,3,0,0,6c679391a6dbcf2f,IEM Katowice 2025
Maka,76561198045739761,Team A,23,4,18,6,26,1.277778,65.517242,82.103447,0.793103,0.62069,10.24138,2381,202,297,2,1,7,2,6,4,3,0,0,6c679391a6dbcf2f,IEM Katowice 2025
Graviti,76561198179538505,Team A,11,5,19,7,63,0.578947,68.965515,41.172413,0.37931,0.655172,0.689655,1194,288,20,2,6,5,2,9,1,0,0,0,6c679391a6dbcf2f,IEM Katowice 2025
Ex3rcice,76561198168198200,Team A,17,7,20,9,52,0.85,79.310349,68.896553,0.586207,0.689655,12.24138,1998,361,355,4,1,3,5,11,3,0,0,0,6c679391a6dbcf2f,IEM Katowice 2025
MAJ3R,76561197967432889,Team B,15,11,17,6,40,0.882353,79.310349,65.482758,0.517241,0.586207,6.758621,1899,325,196,1,5,2,3,11,2,0,0,0,6c679391a6dbcf2f,IEM Katowice 2025
Wicadia,76561198812513923,Team B,12,10,18,6,50,0.666667,75.862068,55.620689,0.413793,0.62069,14.517241,1613,439,421,2,1,5,3,5,2,1,0,0,6c679391a6dbcf2f,IEM Katowice 2025
woxic,76561198083485506,Team B,22,1,12,4,18,1.833333,82.758621,64.206894,0.758621,0.413793,2.586207,1862,124,75,1,2,2,1,8,7,0,0,0,6c679391a6dbcf2f,IEM Katowice 2025
Lucky,76561198031890115,Team A,16,6,20,8,50,0.8,65.517242,67.172417,0.551724,0.689655,7.551724,1948,334,219,2,0,3,5,9,2,1,0,0,6c679391a6dbcf2f,IEM Katowice 2025
Wicadia,76561198812513923,Team B,13,9,15,10,76,0.866667,86.95652,75.173912,0.565217,0.652174,2.478261,1729,273,57,1,2,2,6,9,2,0,0,0,59915953161c3f2c,IEM Katowice 2025
jottAAA,76561198410750263,Team B,16,2,15,8,50,1.066667,78.260872,55.608696,0.695652,0.652174,2.173913,1279,191,50,2,2,4,8,8,4,0,0,0,59915953161c3f2c,IEM Katowice 2025
MAJ3R,76561197967432889,Team B,14,5,14,7,50,1.0,78.260872,67.0,0.608696,0.608696,4.26087,1541,225,98,3,2,1,4,10,2,0,0,0,59915953161c3f2c,IEM Katowice 2025
Lucky,76561198031890115,Team A,21,6,14,13,61,1.5,73.91304,89.739128,0.913043,0.608696,5.478261,2064,284,126,3,4,7,2,7,2,2,1,0,59915953161c3f2c,IEM Katowice 2025
Maka,76561198045739761,Team A,14,3,14,8,57,1.0,65.217392,70.739128,0.608696,0.608696,0.608696,1627,115,14,3,0,4,2,6,4,0,0,0,59915953161c3f2c,IEM Katowice 2025
Graviti,76561198179538505,Team A,18,8,18,15,83,1.0,73.91304,85.434784,0.782609,0.782609,4.304348,1965,291,99,2,3,5,7,7,4,1,0,0,59915953161c3f2c,IEM Katowice 2025
XANTARES,76561198044118796,Team B,19,5,15,8,42,1.266667,52.173912,86.130432,0.826087,0.652174,13.26087,1981,229,305,3,2,4,0,3,5,2,0,0,59915953161c3f2c,IEM Katowice 2025
woxic,76561198083485506,Team B,18,4,12,6,33,1.5,82.608696,73.478264,0.782609,0.521739,1.565217,1690,136,36,4,2,8,2,7,4,1,0,0,59915953161c3f2c,IEM Katowice 2025
Djoko,76561198047876970,Team A,6,2,17,2,33,0.352941,65.217392,35.95652,0.26087,0.73913,2.652174,827,194,61,1,3,1,4,4,1,0,0,0,59915953161c3f2c,IEM Katowice 2025
Ex3rcice,76561198168198200,Team A,12,2,17,6,50,0.705882,73.91304,69.08696,0.521739,0.73913,5.304348,1589,315,122,1,3,4,6,12,0,0,0,0,59915953161c3f2c,IEM Katowice 2025
woxic,76561198083485506,Team B,12,5,8,1,8,1.5,82.352943,81.058823,0.705882,0.470588,0.882353,1378,89,15,3,1,2,2,6,3,0,0,0,2560f7943b930418,IEM Katowice 2025
Wicadia,76561198812513923,Team B,18,4,7,12,66,2.571429,88.235298,86.647057,1.058824,0.411765,1.352941,1473,334,23,1,0,3,1,2,8,0,0,0,2560f7943b930418,IEM Katowice 2025
broky,76561198201620490,Team A,13,3,15,6,46,0.866667,70.588234,86.058823,0.764706,0.882353,0.941176,1463,143,16,0,0,6,5,4,3,1,0,0,2560f7943b930418,IEM Katowice 2025
frozen,76561198068422762,Team A,10,3,13,7,70,0.769231,64.705887,73.941177,0.588235,0.764706,3.117647,1257,198,53,1,3,4,1,4,3,0,0,0,2560f7943b930418,IEM Katowice 2025
XANTARES,76561198044118796,Team B,8,4,11,5,62,0.727273,82.352943,68.352943,0.470588,0.647059,9.588235,1162,221,163,2,3,1,5,6,1,0,0,0,2560f7943b930418,IEM Katowice 2025
rain,76561197997351207,Team A,10,5,12,8,80,0.833333,70.588234,70.764709,0.588235,0.705882,3.529412,1203,215,60,2,1,5,4,4,2,1,0,0,2560f7943b930418,IEM Katowice 2025
karrigan,76561197989430253,Team A,4,4,14,1,25,0.285714,70.588234,32.411766,0.235294,0.823529,9.529411,551,155,162,1,3,1,4,4,0,0,0,0,2560f7943b930418,IEM Katowice 2025
EliGE,76561198066693739,Team A,6,3,14,3,50,0.428571,76.470589,44.882355,0.352941,0.823529,1.411765,763,125,24,3,3,1,6,6,0,0,0,0,2560f7943b930418,IEM Katowice 2025
jottAAA,76561198410750263,Team B,9,7,10,7,77,0.9,94.117645,80.294121,0.529412,0.588235,5.058824,1365,127,86,1,3,4,6,5,2,0,0,0,2560f7943b930418,IEM Katowice 2025
MAJ3R,76561197967432889,Team B,20,2,8,9,45,2.5,94.117645,104.647057,1.176471,0.470588,2.058824,1779,200,35,3,0,5,3,8,4,0,1,0,2560f7943b930418,IEM Katowice 2025
frozen,76561198068422762,Team B,39,12,33,16,41,1.181818,72.340424,98.787231,0.829787,0.702128,3.234043,4643,647,152,6,4,7,5,14,6,3,1,0,60fb075c6ceb579d,IEM Katowice 2025
XANTARES,76561198044118796,Team A,49,13,32,31,63,1.53125,76.595749,110.510635,1.042553,0.680851,5.574468,5194,866,262,12,4,8,5,11,7,8,0,0,60fb075c6ceb579d,IEM Katowice 2025
MAJ3R,76561197967432889,Team A,33,8,31,16,48,1.064516,74.468079,74.340424,0.702128,0.659574,8.723404,3494,817,410,2,2,9,7,15,5,0,2,0,60fb075c6ceb579d,IEM Katowice 2025
rain,76561197997351207,Team B,30,10,33,18,60,0.909091,68.085106,71.19149,0.638298,0.702128,4.085106,3346,585,192,4,10,4,4,9,8,0,0,1,60fb075c6ceb579d,IEM Katowice 2025
EliGE,76561198066693739,Team B,27,11,38,11,40,0.710526,68.085106,61.851063,0.574468,0.808511,3.148936,2907,467,148,3,6,5,8,19,1,2,0,0,60fb075c6ceb579d,IEM Katowice 2025
karrigan,76561197989430253,Team B,28,8,34,9,32,0.823529,72.340424,59.893616,0.595745,0.723404,2.553191,2815,553,120,2,5,2,10,13,6,1,0,0,60fb075c6ceb579d,IEM Katowice 2025
woxic,76561198083485506,Team A,35,4,29,8,22,1.206897,68.085106,73.957443,0.744681,0.617021,2.574468,3476,253,121,8,2,8,6,19,5,2,0,0,60fb075c6ceb579d,IEM Katowice 2025
Wicadia,76561198812513923,Team A,28,7,35,16,57,0.8,70.212761,64.510635,0.595745,0.744681,2.829787,3032,570,133,3,6,7,10,11,7,1,0,0,60fb075c6ceb579d,IEM Katowice 2025
broky,76561198201620490,Team B,35,9,30,11,31,1.166667,74.468079,71.19149,0.744681,0.638298,3.510638,3346,385,165,4,3,10,4,17,3,4,0,0,60fb075c6ceb579d,IEM Katowice 2025
jottAAA,76561198410750263,Team A,23,10,32,16,69,0.71875,72.340424,58.723404,0.489362,0.680851,3.234043,2760,659,152,3,5,2,8,10,5,1,0,0,60fb075c6ceb579d,IEM Katowice 2025
MAJ3R,76561197967432889,Team A,9,8,14,4,44,0.642857,68.181816,65.0,0.409091,0.636364,9.590909,1430,154,211,2,0,0,4,6,0,1,0,0,24caf48b107978c8,IEM Katowice 2025
woxic,76561198083485506,Team A,20,2,11,8,40,1.818182,100.0,74.590912,0.909091,0.5,3.545455,1641,246,78,2,0,8,2,10,2,2,0,0,24caf48b107978c8,IEM Katowice 2025
electronic,76561198044045107,Team B,7,5,18,6,85,0.388889,59.090908,46.636364,0.318182,0.818182,0.818182,1026,184,18,1,6,2,5,5,1,0,0,0,24caf48b107978c8,IEM Katowice 2025
fame,76561198080114546,Team B,10,7,15,7,70,0.666667,68.181816,60.454544,0.454545,0.681818,3.454545,1330,209,76,0,4,5,6,2,1,2,0,0,24caf48b107978c8,IEM Katowice 2025
Wicadia,76561198812513923,Team A,11,5,14,6,54,0.785714,77.272728,64.0,0.5,0.636364,1.727273,1408,175,38,5,2,1,5,9,1,0,0,0,24caf48b107978c8,IEM Katowice 2025
ICY,76561198055109028,Team B,15,2,12,3,20,1.25,77.272728,58.772728,0.681818,0.545455,2.0,1293,162,44,1,1,6,1,5,3,0,1,0,24caf48b107978c8,IEM Katowice 2025
jottAAA,76561198410750263,Team A,16,7,11,7,43,1.454545,86.36364,75.545456,0.727273,0.5,11.818182,1662,311,260,4,2,1,2,6,5,0,0,0,24caf48b107978c8,IEM Katowice 2025
XANTARES,76561198044118796,Team A,21,3,10,11,52,2.1,81.818184,87.0,0.954545,0.454545,6.818182,1914,384,150,2,2,4,3,5,4,1,0,1,24caf48b107978c8,IEM Katowice 2025
FL4MUS,76561198014259134,Team B,15,3,14,9,60,1.071429,81.818184,73.590912,0.681818,0.636364,2.272727,1619,294,50,3,1,3,3,9,3,0,0,0,24caf48b107978c8,IEM Katowice 2025
FL1T,76561197995817501,Team B,13,5,18,7,53,0.722222,54.545456,76.045456,0.590909,0.818182,5.681818,1673,363,125,1,3,2,5,1,2,1,0,1,24caf48b107978c8,IEM Katowice 2025
electronic,76561198044045107,Team B,0,1,4,0,0,0.0,40.0,11.2,0.0,0.8,0.2,56,9,1,0,0,0,0,0,0,0,0,0,f724d4d6b20a12bb,IEM Katowice 2025
fame,76561198080114546,Team B,3,1,4,2,66,0.75,80.0,69.599998,0.6,0.8,0.0,348,78,0,1,0,0,2,1,1,0,0,0,f724d4d6b20a12bb,IEM Katowice 2025
ICY,76561198055109028,Team B,1,2,4,0,0,0.25,60.000004,42.0,0.2,0.8,3.8,210,21,19,0,2,0,0,1,0,0,0,0,f724d4d6b20a12bb,IEM Katowice 2025
FL1T,76561197995817501,Team B,3,1,3,2,66,1.0,60.000004,49.400002,0.6,0.6,0.2,247,13,1,1,0,1,0,1,1,0,0,0,f724d4d6b20a12bb,IEM Katowice 2025
MAJ3R,76561197967432889,Team A,3,1,3,1,33,1.0,100.0,58.200001,0.6,0.6,1.6,291,22,8,0,0,1,2,0,0,1,0,0,f724d4d6b20a12bb,IEM Katowice 2025
FL4MUS,76561198014259134,Team B,2,0,3,1,50,0.666667,60.000004,54.599998,0.4,0.6,0.0,273,51,0,0,0,1,0,2,0,0,0,0,f724d4d6b20a12bb,IEM Katowice 2025
jottAAA,76561198410750263,Team A,3,1,1,2,66,3.0,100.0,43.400002,0.6,0.2,2.2,217,51,11,0,0,1,0,1,1,0,0,0,f724d4d6b20a12bb,IEM Katowice 2025
Wicadia,76561198812513923,Team A,4,1,2,3,75,2.0,100.0,85.599998,0.8,0.4,0.0,428,29,0,1,0,0,1,2,1,0,0,0,f724d4d6b20a12bb,IEM Katowice 2025
woxic,76561198083485506,Team A,5,1,1,4,80,5.0,100.0,89.199997,1.0,0.2,14.6,446,32,73,1,0,0,0,0,1,1,0,0,f724d4d6b20a12bb,IEM Katowice 2025
XANTARES,76561198044118796,Team A,3,4,2,3,100,1.5,100.0,101.199997,0.6,0.4,0.0,506,48,0,0,2,1,0,1,1,0,0,0,f724d4d6b20a12bb,IEM Katowice 2025
ICY,76561198055109028,Virtus.pro,16,2,10,2,12,1.6,89.473686,65.736839,0.842105,0.526316,2.421053,1249,31,46,1,2,1,6,1,6,0,1,0,81aee11eb055c1ff,IEM Katowice 2025
FL1T,76561197995817501,Virtus.pro,16,4,9,7,43,1.777778,84.210526,74.578949,0.842105,0.473684,0.684211,1417,234,13,1,1,8,2,6,3,0,1,0,81aee11eb055c1ff,IEM Katowice 2025
jottAAA,76561198410750263,Eternal Fire,11,2,12,10,90,0.916667,68.421051,52.105263,0.578947,0.631579,2.157895,990,319,41,3,1,4,2,7,1,1,0,0,81aee11eb055c1ff,IEM Katowice 2025
FL4MUS,76561198014259134,Virtus.pro,6,9,14,4,66,0.428571,73.684212,51.947369,0.315789,0.736842,2.947368,987,236,56,0,3,2,3,6,0,0,0,0,81aee11eb055c1ff,IEM Katowice 2025
electronic,76561198044045107,Virtus.pro,13,10,15,6,46,0.866667,84.210526,99.421051,0.684211,0.789474,8.315789,1889,321,158,5,4,3,4,8,1,1,0,0,81aee11eb055c1ff,IEM Katowice 2025
fame,76561198080114546,Virtus.pro,13,3,10,8,61,1.3,78.947372,69.789474,0.684211,0.526316,3.526316,1326,161,67,0,2,1,3,8,1,1,0,0,81aee11eb055c1ff,IEM Katowice 2025
Wicadia,76561198812513923,Eternal Fire,18,2,16,13,72,1.125,68.421051,107.157898,0.947368,0.842105,3.368421,2036,384,64,3,1,3,3,5,4,2,0,0,81aee11eb055c1ff,IEM Katowice 2025
XANTARES,76561198044118796,Eternal Fire,11,7,14,6,54,0.785714,73.684212,79.684212,0.578947,0.736842,13.947369,1514,327,265,2,1,2,4,5,3,0,0,0,81aee11eb055c1ff,IEM Katowice 2025
woxic,76561198083485506,Eternal Fire,4,7,12,1,25,0.333333,68.421051,51.157894,0.210526,0.631579,0.0,972,131,0,2,1,2,2,4,0,0,0,0,81aee11eb055c1ff,IEM Katowice 2025
MAJ3R,76561197967432889,Eternal Fire,11,4,13,7,63,0.846154,68.421051,58.0,0.578947,0.684211,3.421053,1102,182,65,2,3,0,2,7,2,0,0,0,81aee11eb055c1ff,IEM Katowice 2025
FL4MUS,76561198014259134,Team A,22,4,16,10,45,1.375,68.965515,67.137932,0.758621,0.551724,3.344828,1947,366,97,4,4,6,2,6,5,2,0,0,d3c2cd2f022a60c2,IEM Katowice 2025
ICY,76561198055109028,Team A,19,11,16,5,26,1.1875,79.310349,74.137932,0.655172,0.551724,7.172414,2150,107,208,3,2,7,3,11,4,0,0,0,d3c2cd2f022a60c2,IEM Katowice 2025
XANTARES,76561198044118796,Team B,20,4,20,12,60,1.0,72.413788,76.206894,0.689655,0.689655,5.034483,2210,398,146,8,5,4,3,11,3,1,0,0,d3c2cd2f022a60c2,IEM Katowice 2025
MAJ3R,76561197967432889,Team B,11,9,22,7,63,0.5,55.172413,53.793102,0.37931,0.758621,7.172414,1560,237,208,0,0,4,2,7,2,0,0,0,d3c2cd2f022a60c2,IEM Katowice 2025
electronic,76561198044045107,Team A,19,9,20,10,52,0.95,86.206894,75.241379,0.655172,0.689655,3.103448,2182,487,90,1,6,1,8,9,5,0,0,0,d3c2cd2f022a60c2,IEM Katowice 2025
fame,76561198080114546,Team A,22,1,17,15,68,1.294118,82.758621,73.275864,0.758621,0.586207,3.275862,2125,325,95,2,1,1,5,9,5,1,0,0,d3c2cd2f022a60c2,IEM Katowice 2025
FL1T,76561197995817501,Team A,19,12,16,13,68,1.1875,72.413788,86.413795,0.655172,0.551724,6.275862,2506,276,182,3,3,3,0,10,3,1,0,0,d3c2cd2f022a60c2,IEM Katowice 2025
jottAAA,76561198410750263,Team B,11,5,19,8,72,0.578947,75.862068,50.517242,0.37931,0.655172,5.517241,1465,319,160,2,4,2,5,8,2,0,0,0,d3c2cd2f022a60c2,IEM Katowice 2025
woxic,76561198083485506,Team B,32,1,19,7,21,1.684211,75.862068,94.551727,1.103448,0.655172,0.172414,2742,171,5,4,0,5,3,11,3,2,1,1,d3c2cd2f022a60c2,IEM Katowice 2025
Wicadia,76561198812513923,Team B,10,8,22,9,90,0.454545,58.620689,60.172413,0.344828,0.758621,10.655172,1745,447,309,2,4,1,6,8,1,0,0,0,d3c2cd2f022a60c2,IEM Katowice 2025
jottAAA,76561198410750263,Eternal Fire,19,5,11,13,68,1.727273,95.0,104.400002,0.95,0.55,2.35,2088,261,47,3,0,6,4,6,2,3,0,0,cbf08c5a4ea5b688,IEM Katowice 2025
Wicadia,76561198812513923,Eternal Fire,17,4,11,7,41,1.545455,85.0,64.800003,0.85,0.55,3.3,1296,294,66,1,1,4,6,9,4,0,0,0,cbf08c5a4ea5b688,IEM Katowice 2025
woxic,76561198083485506,Eternal Fire,13,2,12,8,61,1.083333,80.0,69.349998,0.65,0.6,7.0,1387,164,140,2,0,3,6,3,3,0,1,0,cbf08c5a4ea5b688,IEM Katowice 2025
NiKo,76561198041683378,Team Falcons,19,3,16,13,68,1.1875,65.0,104.75,0.95,0.8,5.7,2095,427,114,4,2,4,3,6,3,1,1,0,cbf08c5a4ea5b688,IEM Katowice 2025
kyxsan,76561198057282432,Team Falcons,10,3,15,6,60,0.666667,70.0,52.450001,0.5,0.75,5.35,1049,283,107,1,3,4,2,5,1,1,0,0,cbf08c5a4ea5b688,IEM Katowice 2025
MAJ3R,76561197967432889,Eternal Fire,12,11,12,6,50,1.0,90.0,61.799999,0.6,0.6,6.2,1236,192,124,3,2,2,5,8,2,0,0,0,cbf08c5a4ea5b688,IEM Katowice 2025
