frame,tick,round,opponents,player_side,won,steamid,name,survived,kill_count,checksum
109249,88634,9,2,3,0,76561198061423730,insani,0,0,f984663567c5ea8f
118665,96259,10,5,3,0,76561198855876580,brnz4n,0,0,f984663567c5ea8f
128763,104503,11,4,3,0,76561197985565685,saffee,0,0,f984663567c5ea8f
139476,113107,12,3,3,0,76561197985565685,saffee,0,0,f984663567c5ea8f
165141,134588,13,3,2,0,76561198061423730,insani,1,0,f984663567c5ea8f
173398,141208,14,5,2,0,76561198010496342,exit,0,0,f984663567c5ea8f
3921,3153,1,2,2,0,76561198013295375,bodyy,0,1,934fd6d378f2e63
6767,5671,1,1,3,1,76561198838822582,Mzinho,1,1,934fd6d378f2e63
13734,11204,2,5,2,0,76561198179538505,Graviti,0,0,934fd6d378f2e63
23170,18715,3,3,2,0,76561198031890115,Lucky,0,0,934fd6d378f2e63
32745,26262,4,4,2,0,76561198045739761,Maka,0,0,934fd6d378f2e63
43403,34632,5,3,3,0,76561199203563345,910-,1,0,934fd6d378f2e63
51887,41467,6,4,2,0,76561198045739761,Maka,0,1,934fd6d378f2e63
66014,52722,7,2,2,0,76561198013295375,bodyy,1,0,934fd6d378f2e63
77280,61725,8,5,2,0,76561198179538505,Graviti,0,0,934fd6d378f2e63
88703,70452,9,3,2,0,76561198179538505,Graviti,0,0,934fd6d378f2e63
95599,75736,10,3,3,0,76561198959824088,bLitz,0,1,934fd6d378f2e63
111446,88298,11,3,3,0,76561198920720017,Senzu,1,0,934fd6d378f2e63
119684,94780,12,3,2,0,76561198031890115,Lucky,0,0,934fd6d378f2e63
140998,112395,13,2,2,0,76561198959824088,bLitz,0,0,934fd6d378f2e63
155524,124262,14,4,3,0,76561198013295375,bodyy,0,1,934fd6d378f2e63
175825,140399,16,2,3,0,76561198031890115,Lucky,0,0,934fd6d378f2e63
187338,149771,17,3,3,0,76561198045739761,Maka,0,0,934fd6d378f2e63
6749,5668,1,4,3,0,76561198031890115,Lucky,0,1,751d95d827414fa0
20824,17278,2,4,3,0,76561198013295375,bodyy,0,0,751d95d827414fa0
25043,20435,3,4,3,0,76561198031890115,Lucky,0,0,751d95d827414fa0
34933,28346,4,3,2,1,76561199203563345,910-,1,3,751d95d827414fa0
35496,28832,4,1,3,0,76561198031890115,Lucky,0,0,751d95d827414fa0
44023,35667,5,3,3,0,76561198168198200,Ex3rcice,1,1,751d95d827414fa0
51504,41476,6,5,3,0,76561198045739761,Maka,0,0,751d95d827414fa0
64933,52187,7,4,2,0,76561199203563345,910-,0,0,751d95d827414fa0
75125,60377,8,2,3,0,76561198045739761,Maka,0,0,751d95d827414fa0
103220,82937,10,3,2,0,76561198959824088,bLitz,0,1,751d95d827414fa0
115998,92726,11,5,2,0,76561198959824088,bLitz,0,1,751d95d827414fa0
121667,97017,12,4,2,0,76561199203563345,910-,0,0,751d95d827414fa0
148124,119192,13,2,3,0,76561198966340160,Techno4K,0,1,751d95d827414fa0
148173,119231,13,1,2,1,76561198031890115,Lucky,1,1,751d95d827414fa0
155274,124832,14,5,3,0,76561198959824088,bLitz,0,0,751d95d827414fa0
164719,132266,15,3,2,0,76561198031890115,Lucky,0,0,751d95d827414fa0
170613,136748,16,3,2,0,76561198031890115,Lucky,0,0,751d95d827414fa0
176593,141392,17,4,2,0,76561198168198200,Ex3rcice,0,0,751d95d827414fa0
192841,153709,19,3,2,0,76561198168198200,Ex3rcice,0,1,751d95d827414fa0
205710,163885,20,2,2,0,76561198045739761,Maka,0,0,751d95d827414fa0
7006,5793,1,2,3,0,76561198310561479,PR,0,0,448c7966b81b74c0
13014,10590,2,3,3,0,76561198098071693,sl3nd,0,0,448c7966b81b74c0
20834,16608,3,3,3,0,76561198034172415,REZ,1,0,448c7966b81b74c0
35072,28444,4,2,2,0,76561198974494129,AZUWU,0,1,448c7966b81b74c0
35266,28618,4,1,3,1,76561198098071693,sl3nd,1,1,448c7966b81b74c0
59601,47973,6,2,2,0,76561198186878873,ag1l,0,0,448c7966b81b74c0
80624,64940,8,4,3,0,76561198034172415,REZ,0,0,448c7966b81b74c0
92592,74268,9,3,3,0,76561199009468655,ztr,1,0,448c7966b81b74c0
103557,83133,10,4,3,0,76561198034172415,REZ,0,1,448c7966b81b74c0
114690,91987,11,5,3,0,76561198310561479,PR,0,1,448c7966b81b74c0
125070,100207,12,3,3,0,76561198310561479,PR,0,0,448c7966b81b74c0
148641,118806,13,4,2,0,76561198316706174,Tauson,0,0,448c7966b81b74c0
157022,125553,14,2,2,0,76561198310561479,PR,0,0,448c7966b81b74c0
162577,129803,15,4,3,0,76561198186878873,ag1l,1,1,448c7966b81b74c0
173462,138827,16,2,3,0,76561198186878873,ag1l,1,0,448c7966b81b74c0
191649,153895,17,4,3,0,76561197997981170,MUTiRiS,1,0,448c7966b81b74c0
200646,161154,18,3,2,0,76561198310561479,PR,0,0,448c7966b81b74c0
5232,4276,1,4,2,0,76561198310561479,PR,0,0,2b8872443cd256b3
15793,13097,2,5,2,0,76561198316706174,Tauson,0,1,2b8872443cd256b3
24469,20057,3,2,2,0,76561198034172415,REZ,1,0,2b8872443cd256b3
62387,51245,5,2,3,0,76561198065448360,story,1,0,2b8872443cd256b3
81062,66359,6,2,2,0,76561198316706174,Tauson,0,1,2b8872443cd256b3
81267,66542,6,1,3,1,76561197997981170,MUTiRiS,1,1,2b8872443cd256b3
99266,80777,8,3,3,0,76561197997981170,MUTiRiS,1,0,2b8872443cd256b3
110992,90410,9,5,3,0,76561198080449500,cej0t,0,0,2b8872443cd256b3
121709,98921,10,2,2,0,76561198098071693,sl3nd,0,0,2b8872443cd256b3
156912,127367,12,2,2,1,76561199009468655,ztr,1,2,2b8872443cd256b3
156922,127376,12,1,3,0,76561197997981170,MUTiRiS,0,0,2b8872443cd256b3
181418,147214,13,2,2,0,76561198065448360,story,0,1,2b8872443cd256b3
182050,147776,13,1,3,1,76561198034172415,REZ,1,1,2b8872443cd256b3
187758,152280,14,4,2,0,76561198186878873,ag1l,0,2,2b8872443cd256b3
201648,163417,15,4,2,0,76561198974494129,AZUWU,0,1,2b8872443cd256b3
210257,170262,16,3,2,0,76561198186878873,ag1l,0,0,2b8872443cd256b3
220517,178411,17,3,2,0,76561198065448360,story,0,1,2b8872443cd256b3
230198,185904,18,5,2,0,76561198080449500,cej0t,0,1,2b8872443cd256b3
256669,207329,20,2,3,0,76561198098071693,sl3nd,0,1,2b8872443cd256b3
257123,207732,20,1,2,1,76561198080449500,cej0t,1,1,2b8872443cd256b3
272919,220635,21,4,3,0,76561198034172415,REZ,0,0,2b8872443cd256b3
283507,229221,22,4,2,0,76561198065448360,story,0,0,2b8872443cd256b3
7781,6591,1,2,2,0,76561197997981170,MUTiRiS,0,0,bcb1ea405e2edce9
18206,14954,2,4,2,0,76561198186878873,ag1l,0,1,bcb1ea405e2edce9
26754,21829,3,4,3,0,76561198316706174,Tauson,0,0,bcb1ea405e2edce9
35278,28610,4,4,2,0,76561198186878873,ag1l,0,0,bcb1ea405e2edce9
44689,36154,5,2,3,1,76561198310561479,PR,1,2,bcb1ea405e2edce9
44884,36315,5,1,2,0,76561197997981170,MUTiRiS,0,0,bcb1ea405e2edce9
57813,46776,6,3,2,0,76561198080449500,cej0t,0,0,bcb1ea405e2edce9
63513,51219,7,3,2,0,76561198186878873,ag1l,0,1,bcb1ea405e2edce9
86049,69463,9,3,2,0,76561197997981170,MUTiRiS,0,0,bcb1ea405e2edce9
91872,73925,10,4,2,0,76561197997981170,MUTiRiS,0,0,bcb1ea405e2edce9
98049,78701,11,5,2,0,76561198974494129,AZUWU,0,0,bcb1ea405e2edce9
105464,84463,12,4,3,0,76561198098071693,sl3nd,0,1,bcb1ea405e2edce9
128978,103576,13,5,3,0,76561198080449500,cej0t,0,0,bcb1ea405e2edce9
143031,114911,14,4,3,0,76561198974494129,AZUWU,0,1,bcb1ea405e2edce9
152673,122813,15,3,2,0,76561198034172415,REZ,0,0,bcb1ea405e2edce9
168568,135467,16,3,2,0,76561198310561479,PR,1,0,bcb1ea405e2edce9
176393,141855,17,5,2,0,76561198034172415,REZ,0,2,bcb1ea405e2edce9
190512,153434,18,2,2,0,76561198316706174,Tauson,0,0,bcb1ea405e2edce9
196479,158041,19,4,2,0,76561198034172415,REZ,0,0,bcb1ea405e2edce9
206505,166047,20,2,2,1,76561198316706174,Tauson,1,2,bcb1ea405e2edce9
206600,166131,20,1,3,0,76561197997981170,MUTiRiS,0,0,bcb1ea405e2edce9
220756,177373,21,5,3,0,76561198065448360,story,0,0,bcb1ea405e2edce9
6110,4900,1,2,3,0,76561198138828475,Brollan,0,1,7a0d04d2abb161f2
6164,4941,1,1,2,1,76561198016255205,Twistzz,1,1,7a0d04d2abb161f2
33009,26418,4,4,2,0,76561198016255205,Twistzz,0,1,7a0d04d2abb161f2
43931,35187,5,4,2,0,76561197977105184,jks,0,0,7a0d04d2abb161f2
50431,40319,6,4,2,0,76561197977105184,jks,0,1,7a0d04d2abb161f2
59833,47590,7,4,3,0,76561198063336407,Spinx,1,1,7a0d04d2abb161f2
78032,62215,8,3,3,0,76561198193174134,xertioN,1,0,7a0d04d2abb161f2
99813,79982,10,3,3,0,76561198063336407,Spinx,1,0,7a0d04d2abb161f2
114414,91533,11,2,2,0,76561198053126645,NertZ,1,0,7a0d04d2abb161f2
121769,97154,12,3,2,0,76561198283989223,ultimate,0,1,7a0d04d2abb161f2
147473,117954,13,4,3,0,76561198283989223,ultimate,0,1,7a0d04d2abb161f2
159623,127726,14,5,3,0,76561198053126645,NertZ,0,0,7a0d04d2abb161f2
168038,134383,15,4,2,0,76561198855375325,Jimpphat,0,0,7a0d04d2abb161f2
175310,139989,16,4,3,0,76561198283989223,ultimate,0,1,7a0d04d2abb161f2
199195,159200,18,4,3,0,76561198283989223,ultimate,0,0,7a0d04d2abb161f2
221849,177158,20,4,3,0,76561198053126645,NertZ,0,2,7a0d04d2abb161f2
232757,185704,21,4,3,0,76561198053126645,NertZ,0,1,7a0d04d2abb161f2
4959,4018,1,3,2,1,76561198063336407,Spinx,1,3,f52e6c4b9fc5325a
6182,5085,1,1,3,0,76561198016255205,Twistzz,0,0,f52e6c4b9fc5325a
13679,11035,2,4,2,0,76561198355739212,torzsi,0,2,f52e6c4b9fc5325a
13804,11145,2,1,3,1,76561198016255205,Twistzz,1,1,f52e6c4b9fc5325a
24954,20267,3,2,2,0,76561198063336407,Spinx,0,0,f52e6c4b9fc5325a
36624,30038,4,2,3,1,76561198016255205,Twistzz,1,0,f52e6c4b9fc5325a
43592,35539,5,3,3,0,76561197977105184,jks,1,1,f52e6c4b9fc5325a
53473,43547,6,4,3,0,76561198016255205,Twistzz,0,1,f52e6c4b9fc5325a
58970,47870,7,5,3,0,76561198053126645,NertZ,0,0,f52e6c4b9fc5325a
66755,53893,8,3,3,0,76561197977105184,jks,1,0,f52e6c4b9fc5325a
78019,63035,9,4,3,0,76561198001151695,NAF,0,0,f52e6c4b9fc5325a
90172,73088,10,2,3,0,76561198283989223,ultimate,1,1,f52e6c4b9fc5325a
90839,73668,10,1,2,1,76561198138828475,Brollan,1,0,f52e6c4b9fc5325a
101108,81973,11,3,2,0,76561198855375325,Jimpphat,0,0,f52e6c4b9fc5325a
108718,87847,12,4,3,0,76561197977105184,jks,0,1,f52e6c4b9fc5325a
135606,109780,13,2,2,0,76561198053126645,NertZ,0,1,f52e6c4b9fc5325a
135794,109949,13,1,3,1,76561198138828475,Brollan,1,1,f52e6c4b9fc5325a
141721,114512,14,3,2,0,76561197977105184,jks,0,0,f52e6c4b9fc5325a
146308,118046,15,5,2,0,76561198016255205,Twistzz,0,1,f52e6c4b9fc5325a
154100,124040,16,5,2,0,76561198283989223,ultimate,0,1,f52e6c4b9fc5325a
162658,130427,17,3,2,0,76561198016255205,Twistzz,0,1,f52e6c4b9fc5325a
5908,5010,1,3,3,0,76561198083485506,woxic,0,0,818a8c0b64989692
15941,13433,2,5,3,0,76561198083485506,woxic,0,0,818a8c0b64989692
23395,19624,3,2,3,0,76561197967432889,MAJ3R,0,0,818a8c0b64989692
34909,29208,4,2,2,0,76561198350342505,nqz,0,1,818a8c0b64989692
35952,30128,4,1,3,1,76561197967432889,MAJ3R,1,1,818a8c0b64989692
48909,40748,5,2,3,0,76561198083485506,woxic,0,0,818a8c0b64989692
57801,48055,6,4,3,0,76561198812513923,Wicadia,0,0,818a8c0b64989692
68451,56755,7,3,2,0,76561198120491311,dav1deuS,0,0,818a8c0b64989692
92275,76536,9,3,2,0,76561198377335846,snow,0,0,818a8c0b64989692
105891,87883,10,2,2,1,76561198015308884,biguzera,1,0,818a8c0b64989692
115489,95812,11,4,2,0,76561198385657675,kauez,0,0,818a8c0b64989692
124709,103490,12,4,2,0,76561198377335846,snow,0,0,818a8c0b64989692
150185,125090,13,4,2,0,76561198044118796,XANTARES,0,1,818a8c0b64989692
158834,132217,14,3,2,0,76561197967432889,MAJ3R,0,0,818a8c0b64989692
168057,139690,15,5,3,0,76561198385657675,kauez,1,0,818a8c0b64989692
205774,170901,18,3,3,0,76561198377335846,snow,1,0,818a8c0b64989692
212277,176123,19,3,3,0,76561198350342505,nqz,0,1,818a8c0b64989692
230107,191032,20,4,3,0,76561198015308884,biguzera,0,0,818a8c0b64989692
239121,198445,21,3,3,0,76561198385657675,kauez,1,1,818a8c0b64989692
251860,209121,22,2,2,1,76561197967432889,MAJ3R,0,1,818a8c0b64989692
252117,209347,22,1,3,0,76561198015308884,biguzera,1,1,818a8c0b64989692
6038,5030,1,3,2,0,76561198083485506,woxic,0,0,ce7964377b43c8a7
15648,12974,2,3,3,0,76561198377335846,snow,1,0,ce7964377b43c8a7
51459,42517,5,5,2,0,76561198083485506,woxic,0,1,ce7964377b43c8a7
62256,51141,6,5,2,0,76561198812513923,Wicadia,0,1,ce7964377b43c8a7
70909,58086,7,4,3,0,76561198377335846,snow,1,0,ce7964377b43c8a7
92341,75512,9,5,3,0,76561198015308884,biguzera,0,1,ce7964377b43c8a7
127605,104389,12,3,3,0,76561198015308884,biguzera,0,0,ce7964377b43c8a7
155683,128208,13,2,2,1,76561198385657675,kauez,0,2,ce7964377b43c8a7
156508,128947,13,1,3,0,76561198083485506,woxic,0,0,ce7964377b43c8a7
164417,135331,14,5,3,0,76561198812513923,Wicadia,0,0,ce7964377b43c8a7
173489,142816,15,2,3,0,76561198410750263,jottAAA,0,0,ce7964377b43c8a7
182585,150059,16,4,2,0,76561198015308884,biguzera,0,0,ce7964377b43c8a7
195898,160698,17,2,3,1,76561197967432889,MAJ3R,1,2,ce7964377b43c8a7
196677,161370,17,1,2,0,76561198377335846,snow,0,0,ce7964377b43c8a7
207716,170359,18,5,2,0,76561198120491311,dav1deuS,0,0,ce7964377b43c8a7
217996,178694,19,4,2,0,76561198377335846,snow,0,0,ce7964377b43c8a7
223495,183020,20,5,2,0,76561198350342505,nqz,0,3,ce7964377b43c8a7
5945,4912,1,2,2,1,76561198246607476,b1t,1,2,89ed12e19c0337be
6075,5025,1,1,3,0,76561197982141573,Snax,0,0,89ed12e19c0337be
12032,9668,2,5,3,0,76561198012872053,huNter-,0,0,89ed12e19c0337be
24254,19582,3,2,2,1,76561198176878303,jL,0,1,89ed12e19c0337be
24534,19826,3,1,3,0,76561197982141573,Snax,1,1,89ed12e19c0337be
50557,41124,5,4,3,0,76561197982141573,Snax,0,0,89ed12e19c0337be
61722,50115,6,2,3,0,76561197982141573,Snax,1,1,89ed12e19c0337be
63113,51339,6,1,2,1,76561198176878303,jL,1,0,89ed12e19c0337be
86854,70651,8,4,2,0,76561199063068840,w0nderful,1,0,89ed12e19c0337be
112596,91310,10,3,3,0,76561197982141573,Snax,1,0,89ed12e19c0337be
123763,100302,11,5,3,0,76561197982141573,Snax,0,0,89ed12e19c0337be
137256,111158,12,4,2,0,76561198176878303,jL,1,0,89ed12e19c0337be
159119,129435,13,2,3,0,76561198013243326,Aleksib,0,0,89ed12e19c0337be
167309,135927,14,5,3,0,76561198176878303,jL,0,1,89ed12e19c0337be
175334,142359,15,3,2,0,76561198012872053,huNter-,0,0,89ed12e19c0337be
184078,149237,16,2,3,1,76561198013243326,Aleksib,1,2,89ed12e19c0337be
184791,149863,16,1,2,0,76561198068002993,HeavyGoD,0,0,89ed12e19c0337be
196103,159066,17,2,2,1,76561198080703143,malbsMd,1,2,89ed12e19c0337be
197228,160045,17,1,3,0,76561199063068840,w0nderful,0,0,89ed12e19c0337be
207488,168216,18,4,3,0,76561199063068840,w0nderful,1,1,89ed12e19c0337be
216344,175349,19,4,3,0,76561198013243326,Aleksib,0,0,89ed12e19c0337be
239768,193896,21,4,3,0,76561199063068840,w0nderful,1,0,89ed12e19c0337be
256905,207755,22,4,2,0,76561198012872053,huNter-,0,0,89ed12e19c0337be
4676,3830,1,4,3,0,76561198013243326,Aleksib,0,0,212729ad59192921
11662,9321,2,3,3,0,76561198246607476,b1t,0,0,212729ad59192921
21684,17228,3,2,3,0,76561198050250233,iM,0,0,212729ad59192921
30204,24104,4,3,2,0,76561197982141573,Snax,0,0,212729ad59192921
35483,28045,5,4,2,0,76561198012872053,huNter-,0,1,212729ad59192921
47252,37559,6,3,2,0,76561197982141573,Snax,0,0,212729ad59192921
55560,43902,7,4,2,0,76561197982141573,Snax,0,0,212729ad59192921
61450,48275,8,4,2,0,76561198074762801,m0NESY,0,0,212729ad59192921
73921,58303,9,3,3,1,76561198176878303,jL,1,3,212729ad59192921
74539,58838,9,1,2,0,76561198080703143,malbsMd,0,0,212729ad59192921
79557,62423,10,5,2,0,76561198012872053,huNter-,0,0,212729ad59192921
91468,71917,11,2,3,0,76561199063068840,w0nderful,0,1,212729ad59192921
92336,72679,11,1,2,1,76561198068002993,HeavyGoD,1,1,212729ad59192921
96719,75787,12,5,3,0,76561198176878303,jL,0,0,212729ad59192921
122596,97247,13,2,3,0,76561198012872053,huNter-,0,1,212729ad59192921
125725,99982,13,1,2,1,76561198176878303,jL,1,1,212729ad59192921
135344,107655,14,5,3,0,76561198068002993,HeavyGoD,0,0,212729ad59192921
149678,118541,16,3,2,1,76561198013243326,Aleksib,1,3,212729ad59192921
150154,118946,16,1,3,0,76561198068002993,HeavyGoD,0,0,212729ad59192921
165505,131339,17,3,2,0,76561198176878303,jL,0,1,212729ad59192921
176903,140131,18,3,3,0,76561198074762801,m0NESY,1,0,212729ad59192921
189980,150358,19,4,3,0,76561198080703143,malbsMd,0,0,212729ad59192921
6988,5849,1,2,3,0,76561198057282432,kyxsan,0,0,5067baaa1d750411
11900,9634,2,5,2,0,76561198067763828,chelo,1,0,5067baaa1d750411
28708,23768,3,2,2,0,76561198164970560,yuurih,0,1,5067baaa1d750411
29009,24025,3,1,3,1,76561198041683378,NiKo,1,1,5067baaa1d750411
36808,30386,4,4,2,0,76561198164970560,yuurih,0,0,5067baaa1d750411
44419,36262,5,5,2,0,76561198067763828,chelo,0,1,5067baaa1d750411
48458,39334,6,5,2,0,76561198164970560,yuurih,0,1,5067baaa1d750411
59546,48086,7,2,2,1,76561198058500492,KSCERATO,1,2,5067baaa1d750411
59790,48296,7,1,3,0,76561198041683378,NiKo,0,0,5067baaa1d750411
73282,59368,8,2,3,0,76561198057282432,kyxsan,0,1,5067baaa1d750411
73545,59607,8,1,2,1,76561198058500492,KSCERATO,1,1,5067baaa1d750411
81076,65209,9,2,2,0,76561198067763828,chelo,0,0,5067baaa1d750411
88245,70884,10,4,2,0,76561198058500492,KSCERATO,0,0,5067baaa1d750411
99337,79736,11,3,3,0,76561197996678278,TeSeS,0,0,5067baaa1d750411
104381,83404,12,5,3,0,76561197983956651,Magisk,0,0,5067baaa1d750411
130421,105069,13,2,3,0,76561198164970560,yuurih,0,1,5067baaa1d750411
130451,105096,13,1,2,1,76561198041683378,NiKo,1,1,5067baaa1d750411
140548,113430,14,2,2,0,76561197996678278,TeSeS,0,0,5067baaa1d750411
147701,119176,15,4,2,0,76561198057282432,kyxsan,0,0,5067baaa1d750411
157600,127325,16,3,2,0,76561198799340122,degster,0,0,5067baaa1d750411
168006,135763,17,2,2,0,76561197996678278,TeSeS,0,0,5067baaa1d750411
176038,142007,18,2,3,0,76561197960690195,FalleN,0,0,5067baaa1d750411
199321,160885,20,4,2,0,76561198057282432,kyxsan,1,0,5067baaa1d750411
210516,169811,21,5,2,0,76561198799340122,degster,0,1,5067baaa1d750411
227168,183134,22,5,2,0,76561198041683378,NiKo,0,1,5067baaa1d750411
235345,189558,23,2,3,0,76561198067763828,chelo,0,1,5067baaa1d750411
235490,189682,23,1,2,1,76561197983956651,Magisk,1,1,5067baaa1d750411
243769,195996,24,3,3,0,76561197960690195,FalleN,0,1,5067baaa1d750411
254626,204832,25,3,2,0,76561197996678278,TeSeS,0,0,5067baaa1d750411
262717,211250,26,4,2,0,76561198799340122,degster,0,1,5067baaa1d750411
270534,217417,27,5,2,0,76561198799340122,degster,0,2,5067baaa1d750411
282473,227100,28,5,2,0,76561197960690195,FalleN,0,1,5067baaa1d750411
289820,232760,29,4,3,0,76561198799340122,degster,0,1,5067baaa1d750411
6017,5016,1,2,3,0,76561198799340122,degster,0,2,8e18c7460516290e
6051,5050,1,1,2,1,76561198067763828,chelo,0,0,8e18c7460516290e
15473,12700,2,5,2,0,76561198058500492,KSCERATO,0,3,8e18c7460516290e
24372,19855,3,3,2,0,76561198118646644,Skullz,0,0,8e18c7460516290e
28915,23536,4,4,2,0,76561198164970560,yuurih,0,0,8e18c7460516290e
40230,32855,5,2,2,0,76561198067763828,chelo,1,2,8e18c7460516290e
41133,33657,5,1,3,1,76561197983956651,Magisk,0,0,8e18c7460516290e
90163,73687,9,4,2,0,76561198058500492,KSCERATO,0,1,8e18c7460516290e
95152,77432,10,2,3,0,76561197983956651,Magisk,0,0,8e18c7460516290e
118002,96026,12,3,2,0,76561198164970560,yuurih,0,0,8e18c7460516290e
140806,115201,13,3,2,0,76561198057282432,kyxsan,1,2,8e18c7460516290e
141236,115583,13,1,3,0,76561198118646644,Skullz,1,0,8e18c7460516290e
158218,129168,15,2,3,0,76561197960690195,FalleN,0,0,8e18c7460516290e
168524,137768,16,4,3,0,76561198164970560,yuurih,0,0,8e18c7460516290e
176934,144564,17,5,2,0,76561198041683378,NiKo,0,1,8e18c7460516290e
191998,156598,18,3,2,0,76561198041683378,NiKo,0,0,8e18c7460516290e
199306,162415,19,5,2,0,76561198799340122,degster,0,0,8e18c7460516290e
222653,181119,21,2,3,0,76561198118646644,Skullz,0,1,8e18c7460516290e
223658,182018,21,1,2,1,76561198041683378,NiKo,1,1,8e18c7460516290e
232826,188910,22,4,2,0,76561198041683378,NiKo,0,0,8e18c7460516290e
242994,197150,23,4,3,0,76561198067763828,chelo,0,0,8e18c7460516290e
258358,209454,24,2,3,0,76561198164970560,yuurih,0,0,8e18c7460516290e
281084,227627,26,3,3,0,76561198067763828,chelo,0,0,8e18c7460516290e
293578,237308,27,4,2,0,76561198057282432,kyxsan,0,1,8e18c7460516290e
305691,247073,28,3,2,0,76561198058500492,KSCERATO,0,0,8e18c7460516290e
316096,255522,29,2,3,0,76561197983956651,Magisk,0,0,8e18c7460516290e
324741,262380,30,2,2,0,76561198058500492,KSCERATO,0,1,8e18c7460516290e
326230,263693,30,1,3,1,76561198799340122,degster,1,1,8e18c7460516290e
5571,4538,1,3,3,0,76561198118646644,Skullz,0,1,c52b61b01b6cb748
12465,10150,2,4,3,0,76561198067763828,chelo,0,1,c52b61b01b6cb748
23449,19223,3,2,2,0,76561198041683378,NiKo,0,0,c52b61b01b6cb748
49944,40204,5,3,2,0,76561198041683378,NiKo,0,1,c52b61b01b6cb748
60721,48805,6,4,2,0,76561197983956651,Magisk,0,0,c52b61b01b6cb748
71236,57315,7,5,2,0,76561198041683378,NiKo,0,0,c52b61b01b6cb748
81734,65842,8,2,2,1,76561198041683378,NiKo,1,2,c52b61b01b6cb748
82141,66200,8,1,3,0,76561198067763828,chelo,0,0,c52b61b01b6cb748
95572,77052,9,2,2,1,76561198799340122,degster,1,2,c52b61b01b6cb748
96067,77492,9,1,3,0,76561197960690195,FalleN,0,0,c52b61b01b6cb748
120095,97119,11,4,2,0,76561198799340122,degster,1,0,c52b61b01b6cb748
131213,105709,12,2,3,0,76561198067763828,chelo,0,0,c52b61b01b6cb748
165723,133893,14,2,3,0,76561198799340122,degster,0,0,c52b61b01b6cb748
174683,141131,15,3,3,0,76561198041683378,NiKo,1,0,c52b61b01b6cb748
190531,154141,16,2,3,1,76561198057282432,kyxsan,1,2,c52b61b01b6cb748
190673,154261,16,1,2,0,76561197960690195,FalleN,0,0,c52b61b01b6cb748
202032,163165,17,2,2,0,76561197960690195,FalleN,0,1,c52b61b01b6cb748
202060,163189,17,1,3,1,76561198041683378,NiKo,1,1,c52b61b01b6cb748
209437,169053,18,4,2,0,76561198058500492,KSCERATO,0,0,c52b61b01b6cb748
219789,177520,19,5,2,0,76561198164970560,yuurih,0,0,c52b61b01b6cb748
231056,186463,20,2,3,1,76561197983956651,Magisk,1,2,c52b61b01b6cb748
231152,186548,20,1,2,0,76561198118646644,Skullz,0,0,c52b61b01b6cb748
242034,195406,21,2,3,0,76561198041683378,NiKo,0,0,c52b61b01b6cb748
253994,204799,22,3,2,0,76561197960690195,FalleN,0,1,c52b61b01b6cb748
6138,4920,1,4,2,0,76561198168198200,Ex3rcice,0,0,2ae2c11a10d8a5e0
23299,18613,3,4,2,0,76561198031890115,Lucky,0,0,2ae2c11a10d8a5e0
41235,32837,5,3,3,0,76561198001151695,NAF,0,0,2ae2c11a10d8a5e0
48078,38175,6,3,2,0,76561198168198200,Ex3rcice,0,0,2ae2c11a10d8a5e0
66861,52942,8,4,2,0,76561198045739761,Maka,0,0,2ae2c11a10d8a5e0
75939,60208,9,5,2,0,76561198013295375,bodyy,0,0,2ae2c11a10d8a5e0
85227,67509,10,5,2,0,76561198168198200,Ex3rcice,0,0,2ae2c11a10d8a5e0
101089,79782,12,5,2,0,76561198031890115,Lucky,0,0,2ae2c11a10d8a5e0
123809,97944,13,4,3,0,76561198013295375,bodyy,0,1,2ae2c11a10d8a5e0
132463,105000,14,5,3,0,76561198045739761,Maka,0,0,2ae2c11a10d8a5e0
155966,123665,16,4,2,0,76561198001151695,NAF,0,0,2ae2c11a10d8a5e0
164696,130363,17,4,2,0,76561197977105184,jks,0,0,2ae2c11a10d8a5e0
173494,137350,18,2,3,0,76561198168198200,Ex3rcice,0,1,2ae2c11a10d8a5e0
173709,137535,18,1,2,1,76561198053126645,NertZ,0,1,2ae2c11a10d8a5e0
185103,146430,19,3,2,0,76561198016255205,Twistzz,0,2,2ae2c11a10d8a5e0
187069,148113,19,1,3,1,76561198045739761,Maka,1,1,2ae2c11a10d8a5e0
193340,153004,20,3,2,0,76561198283989223,ultimate,0,1,2ae2c11a10d8a5e0
198384,156925,21,3,2,0,76561198053126645,NertZ,0,0,2ae2c11a10d8a5e0
214560,170082,22,4,2,0,76561197977105184,jks,0,1,2ae2c11a10d8a5e0
239442,189825,24,2,3,0,76561198045739761,Maka,0,0,2ae2c11a10d8a5e0
4306,3513,1,3,2,0,76561198016255205,Twistzz,0,0,e33ed675fa851661
13370,10966,2,2,2,0,76561198001151695,NAF,0,0,e33ed675fa851661
22697,18618,3,4,2,0,76561197977105184,jks,0,0,e33ed675fa851661
30701,25022,4,4,3,0,76561198045739761,Maka,0,0,e33ed675fa851661
39265,31972,5,4,2,0,76561198001151695,NAF,0,1,e33ed675fa851661
49303,40170,6,3,2,0,76561198053126645,NertZ,1,0,e33ed675fa851661
59155,48216,7,4,2,0,76561197977105184,jks,0,0,e33ed675fa851661
67877,55193,8,4,2,0,76561198283989223,ultimate,0,0,e33ed675fa851661
73511,59483,9,5,2,0,76561198001151695,NAF,0,0,e33ed675fa851661
