checksum,game,demo_path,demo_name,date,source,type,share_code,map,server_name,client_name,tick_count,tickrate,framerate,game_type,game_mode,game_mode_str,is_ranked,duration,network_protocol,build_number,kill_count,assist_count,death_count,shot_count,winner_name,winner_side,overtime_count,max_rounds,has_vac_live_ban,match_id,unique_name
cd57625ad64643a9,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95496_g2-vs-imperial-m2-inferno.dem,E7904_M95496_g2-vs-imperial-m2-inferno,2025-03-20,esl,GOTV,,de_inferno,BLAST Bounty CS2 Server,SourceTV Demo,226555,64.0,78.435716,3539.0,14071,10329,0,0,casual,0,155,68,155,3993,G2,3,0,24,0,95912,E7904_M95496_g2-vs-imperial-m2-inferno_blast-open-lisbon-2025
4d45acef48637b70,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95500_eternal-fire-vs-liquid-m1-dust2.dem,E7904_M95500_eternal-fire-vs-liquid-m1-dust2,2025-03-20,esl,GOTV,,de_dust2,BLAST Bounty CS2 Server,SourceTV Demo,176314,64.0,78.592593,2754.0,14071,10329,0,0,casual,0,121,40,121,3102,Eternal Fire,2,0,24,0,95912,E7904_M95500_eternal-fire-vs-liquid-m1-dust2_blast-open-lisbon-2025
5abe60055bc55f9f,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95500_eternal-fire-vs-liquid-m2-anubis.dem,E7904_M95500_eternal-fire-vs-liquid-m2-anubis,2025-03-20,esl,GOTV,,de_anubis,BLAST Bounty CS2 Server,SourceTV Demo,186234,64.0,78.415263,2909.0,14071,10329,0,0,casual,0,130,34,130,2906,Eternal Fire,2,0,24,0,95912,E7904_M95500_eternal-fire-vs-liquid-m2-anubis_blast-open-lisbon-2025
d661064df8909600,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95506_natus-vincere-vs-furia-m1-anubis.dem,E7904_M95506_natus-vincere-vs-furia-m1-anubis,2025-03-20,esl,GOTV,,de_anubis,BLAST Bounty CS2 Server,SourceTV Demo,282875,64.0,78.165422,4419.0,14071,10329,0,0,casual,0,166,60,170,4360,Natus Vincere,2,1,24,0,95912,E7904_M95506_natus-vincere-vs-furia-m1-anubis_blast-open-lisbon-2025
f4b326e7f1112e06,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95506_natus-vincere-vs-furia-m2-mirage.dem,E7904_M95506_natus-vincere-vs-furia-m2-mirage,2025-03-20,esl,GOTV,,de_mirage,BLAST Bounty CS2 Server,SourceTV Demo,189116,64.0,78.046039,2954.0,14071,10329,0,0,casual,0,147,52,149,3440,Natus Vincere,3,0,24,0,95912,E7904_M95506_natus-vincere-vs-furia-m2-mirage_blast-open-lisbon-2025
c70cbae80af81df9,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95517_the-huns-vs-falcons-m1-inferno.dem,E7904_M95517_the-huns-vs-falcons-m1-inferno,2025-03-21,esl,GOTV,,de_inferno,BLAST Bounty CS2 Server,SourceTV Demo,265558,64.0,79.531694,4149.0,14072,10329,0,0,casual,0,194,81,197,5790,Falcons,3,1,24,0,95912,E7904_M95517_the-huns-vs-falcons-m1-inferno_blast-open-lisbon-2025
769e226b9ae28d12,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95517_the-huns-vs-falcons-m2-ancient.dem,E7904_M95517_the-huns-vs-falcons-m2-ancient,2025-03-21,esl,GOTV,,de_ancient,BLAST Bounty CS2 Server,SourceTV Demo,159035,64.0,80.414654,2484.0,14072,10329,0,0,casual,0,129,45,130,3465,Falcons,3,0,24,0,95912,E7904_M95517_the-huns-vs-falcons-m2-ancient_blast-open-lisbon-2025
2ca7fa9b323bb44a,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95519_astralis-vs-faze-m1-train.dem,E7904_M95519_astralis-vs-faze-m1-train,2025-03-21,esl,GOTV,,de_train,BLAST Bounty CS2 Server,SourceTV Demo,175995,64.0,79.22008,2749.0,14072,10329,0,0,casual,0,130,42,130,2921,FaZe,2,0,24,0,95912,E7904_M95519_astralis-vs-faze-m1-train_blast-open-lisbon-2025
9279191a9f55c33b,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95519_astralis-vs-faze-m2-nuke.dem,E7904_M95519_astralis-vs-faze-m2-nuke,2025-03-21,esl,GOTV,,de_nuke,BLAST Bounty CS2 Server,SourceTV Demo,158715,64.0,78.24647,2479.0,14072,10329,0,0,casual,0,121,32,122,2916,FaZe,3,0,24,0,95912,E7904_M95519_astralis-vs-faze-m2-nuke_blast-open-lisbon-2025
775c75a2bc05e8c5,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95522_spirit-vs-mouz-m1-dust2.dem,E7904_M95522_spirit-vs-mouz-m1-dust2,2025-03-21,esl,GOTV,,de_dust2,BLAST Bounty CS2 Server,SourceTV Demo,163835,64.0,80.513482,2559.0,14072,10329,0,0,casual,0,108,38,108,2253,Team Spirit,3,0,24,0,95912,E7904_M95522_spirit-vs-mouz-m1-dust2_blast-open-lisbon-2025
981e2ea9773711b5,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95522_spirit-vs-mouz-m2-nuke.dem,E7904_M95522_spirit-vs-mouz-m2-nuke,2025-03-21,esl,GOTV,,de_nuke,BLAST Bounty CS2 Server,SourceTV Demo,271995,64.0,79.746764,4249.0,14072,10329,0,0,casual,0,181,59,184,4235,MOUZ,2,1,24,0,95912,E7904_M95522_spirit-vs-mouz-m2-nuke_blast-open-lisbon-2025
cf5082953cad8a36,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95522_spirit-vs-mouz-m3-ancient.dem,E7904_M95522_spirit-vs-mouz-m3-ancient,2025-03-21,esl,GOTV,,de_ancient,BLAST Bounty CS2 Server,SourceTV Demo,389755,64.0,81.205781,6089.0,14072,10329,0,0,casual,0,321,113,328,7073,MOUZ,2,4,24,0,95912,E7904_M95522_spirit-vs-mouz-m3-ancient_blast-open-lisbon-2025
75016798dd16c4ae,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95524_vitality-vs-virtus-pro-m1-anubis.dem,E7904_M95524_vitality-vs-virtus-pro-m1-anubis,2025-03-21,esl,GOTV,,de_anubis,BLAST Bounty CS2 Server,SourceTV Demo,156795,64.0,80.0539,2449.0,14072,10329,0,0,casual,0,122,40,122,2383,Vitality,3,0,24,0,95912,E7904_M95524_vitality-vs-virtus-pro-m1-anubis_blast-open-lisbon-2025
b8bb10ed6a2ae707,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95524_vitality-vs-virtus-pro-m2-inferno.dem,E7904_M95524_vitality-vs-virtus-pro-m2-inferno,2025-03-21,esl,GOTV,,de_inferno,BLAST Bounty CS2 Server,SourceTV Demo,170874,64.0,79.752716,2669.0,14072,10329,0,0,casual,0,123,44,124,3089,Vitality,3,0,24,0,95912,E7904_M95524_vitality-vs-virtus-pro-m2-inferno_blast-open-lisbon-2025
3d9e3bc7ece9a3d4,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95532_imperial-vs-liquid-m1-dust2.dem,E7904_M95532_imperial-vs-liquid-m1-dust2,2025-03-22,esl,GOTV,,de_dust2,BLAST Bounty CS2 Server,SourceTV Demo,156795,64.0,79.109841,2449.0,14072,10329,0,0,casual,0,114,40,114,2368,Liquid,2,0,24,0,95912,E7904_M95532_imperial-vs-liquid-m1-dust2_blast-open-lisbon-2025
982226b3bdb90cc4,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95532_imperial-vs-liquid-m2-nuke.dem,E7904_M95532_imperial-vs-liquid-m2-nuke,2025-03-22,esl,GOTV,,de_nuke,BLAST Bounty CS2 Server,SourceTV Demo,207355,64.0,77.265823,3239.0,14072,10329,0,0,casual,0,163,61,167,3499,Imperial,2,0,24,0,95912,E7904_M95532_imperial-vs-liquid-m2-nuke_blast-open-lisbon-2025
cbdf1329005aa75d,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95532_imperial-vs-liquid-m3-anubis.dem,E7904_M95532_imperial-vs-liquid-m3-anubis,2025-03-22,esl,GOTV,,de_anubis,BLAST Bounty CS2 Server,SourceTV Demo,157434,64.0,77.737292,2459.0,14072,10329,0,0,casual,0,121,37,121,2402,Liquid,2,0,24,0,95912,E7904_M95532_imperial-vs-liquid-m3-anubis_blast-open-lisbon-2025
c581652530990eca,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95544_m80-vs-furia-m1-dust2.dem,E7904_M95544_m80-vs-furia-m1-dust2,2025-03-22,esl,GOTV,,de_dust2,BLAST Bounty CS2 Server,SourceTV Demo,183674,64.0,78.284768,2869.0,14072,10329,0,0,casual,0,129,56,129,3333,FURIA,3,0,24,0,95912,E7904_M95544_m80-vs-furia-m1-dust2_blast-open-lisbon-2025
e1f186264b5f7a75,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95544_m80-vs-furia-m2-train.dem,E7904_M95544_m80-vs-furia-m2-train,2025-03-22,esl,GOTV,,de_train,BLAST Bounty CS2 Server,SourceTV Demo,195194,64.0,78.995408,3049.0,14072,10329,0,0,casual,0,149,60,149,3709,M80,2,0,24,0,95912,E7904_M95544_m80-vs-furia-m2-train_blast-open-lisbon-2025
dac0189e7790611d,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95544_m80-vs-furia-m3-inferno.dem,E7904_M95544_m80-vs-furia-m3-inferno,2025-03-22,esl,GOTV,,de_inferno,BLAST Bounty CS2 Server,SourceTV Demo,366715,64.0,78.942573,5729.0,14072,10329,0,0,casual,0,239,94,243,7218,M80,2,2,24,0,95912,E7904_M95544_m80-vs-furia-m3-inferno_blast-open-lisbon-2025
c1851080886dcded,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95552_g2-vs-eternal-fire-m1-anubis.dem,E7904_M95552_g2-vs-eternal-fire-m1-anubis,2025-03-22,esl,GOTV,,de_anubis,BLAST Bounty CS2 Server,SourceTV Demo,235835,64.0,77.843105,3684.0,14072,10329,0,0,casual,0,157,55,160,3463,Eternal Fire,2,0,24,0,95912,E7904_M95552_g2-vs-eternal-fire-m1-anubis_blast-open-lisbon-2025
ec91bdaa35919074,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95552_g2-vs-eternal-fire-m2-inferno.dem,E7904_M95552_g2-vs-eternal-fire-m2-inferno,2025-03-22,esl,GOTV,,de_inferno,BLAST Bounty CS2 Server,SourceTV Demo,225594,64.0,78.106981,3524.0,14072,10329,0,0,casual,0,157,57,158,4041,Eternal Fire,2,0,24,0,95912,E7904_M95552_g2-vs-eternal-fire-m2-inferno_blast-open-lisbon-2025
598a8f7e484c24e0,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95556_the-mongolz-vs-natus-vincere-m1-dust2.dem,E7904_M95556_the-mongolz-vs-natus-vincere-m1-dust2,2025-03-22,esl,GOTV,,de_dust2,BLAST Bounty CS2 Server,SourceTV Demo,190075,64.0,80.501852,2969.0,14072,10329,0,0,casual,0,125,34,126,3276,Natus Vincere,3,0,24,0,95912,E7904_M95556_the-mongolz-vs-natus-vincere-m1-dust2_blast-open-lisbon-2025
9ad2403270b9b456,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95556_the-mongolz-vs-natus-vincere-m2-inferno.dem,E7904_M95556_the-mongolz-vs-natus-vincere-m2-inferno,2025-03-22,esl,GOTV,,de_inferno,BLAST Bounty CS2 Server,SourceTV Demo,132794,64.0,80.920926,2074.0,14072,10329,0,0,casual,0,92,38,92,2632,The MongolZ,2,0,24,0,95912,E7904_M95556_the-mongolz-vs-natus-vincere-m2-inferno_blast-open-lisbon-2025
cb9f7f6139007945,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95556_the-mongolz-vs-natus-vincere-m3-mirage.dem,E7904_M95556_the-mongolz-vs-natus-vincere-m3-mirage,2025-03-22,esl,GOTV,,de_mirage,BLAST Bounty CS2 Server,SourceTV Demo,252795,64.0,80.969106,3949.0,14072,10329,0,0,casual,0,208,66,209,4643,Natus Vincere,3,1,24,0,95912,E7904_M95556_the-mongolz-vs-natus-vincere-m3-mirage_blast-open-lisbon-2025
38e0c519122583ce,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95567_falcons-vs-virtuspro-m1-mirage.dem,E7904_M95567_falcons-vs-virtuspro-m1-mirage,2025-03-23,esl,GOTV,,de_mirage,BLAST Bounty CS2 Server,SourceTV Demo,236155,64.0,79.95717,3689.0,14072,10329,0,0,casual,0,154,38,157,3388,Falcons,3,0,24,0,95912,E7904_M95567_falcons-vs-virtuspro-m1-mirage_blast-open-lisbon-2025
2ea66c751bc778a1,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95567_falcons-vs-virtuspro-m2-ancient.dem,E7904_M95567_falcons-vs-virtuspro-m2-ancient,2025-03-23,esl,GOTV,,de_ancient,BLAST Bounty CS2 Server,SourceTV Demo,316155,64.0,80.27374,4939.0,14072,10329,0,0,casual,0,229,74,230,5666,Virtus.Pro,3,2,24,0,95912,E7904_M95567_falcons-vs-virtuspro-m2-ancient_blast-open-lisbon-2025
5b04602e28df6ad7,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95567_falcons-vs-virtuspro-m3-inferno.dem,E7904_M95567_falcons-vs-virtuspro-m3-inferno,2025-03-23,esl,GOTV,,de_inferno,BLAST Bounty CS2 Server,SourceTV Demo,394874,64.0,80.114605,6169.0,14072,10329,0,0,casual,0,272,98,279,6581,Virtus.Pro,3,3,24,0,95912,E7904_M95567_falcons-vs-virtuspro-m3-inferno_blast-open-lisbon-2025
a8d2d89cb330a695,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95569_faze-vs-spirit-m1-anubis.dem,E7904_M95569_faze-vs-spirit-m1-anubis,2025-03-23,esl,GOTV,,de_anubis,BLAST Bounty CS2 Server,SourceTV Demo,222715,64.0,80.414199,3479.0,14072,10329,0,0,casual,0,153,52,154,3779,Team Spirit,2,0,24,0,95912,E7904_M95569_faze-vs-spirit-m1-anubis_blast-open-lisbon-2025
e170974178350f6c,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95569_faze-vs-spirit-m2-nuke.dem,E7904_M95569_faze-vs-spirit-m2-nuke,2025-03-23,esl,GOTV,,de_nuke,BLAST Bounty CS2 Server,SourceTV Demo,199669,64.0,79.1042,3119.0,14072,10329,0,0,casual,0,135,31,135,3225,Team Spirit,3,0,24,0,95912,E7904_M95569_faze-vs-spirit-m2-nuke_blast-open-lisbon-2025
161480a4df987986,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95571_liquid-vs-the-mongolz-m1-anubis.dem,E7904_M95571_liquid-vs-the-mongolz-m1-anubis,2025-03-23,esl,GOTV,,de_anubis,BLAST Bounty CS2 Server,SourceTV Demo,180794,64.0,80.34738,2824.0,14072,10329,0,0,casual,0,133,50,133,3427,The MongolZ,3,0,24,0,95912,E7904_M95571_liquid-vs-the-mongolz-m1-anubis_blast-open-lisbon-2025
a1520cf31fd7bfc,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95571_liquid-vs-the-mongolz-m2-ancient.dem,E7904_M95571_liquid-vs-the-mongolz-m2-ancient,2025-03-23,esl,GOTV,,de_ancient,BLAST Bounty CS2 Server,SourceTV Demo,174075,64.0,80.55057,2719.0,14072,10329,0,0,casual,0,148,47,151,4350,The MongolZ,3,0,24,0,95912,E7904_M95571_liquid-vs-the-mongolz-m2-ancient_blast-open-lisbon-2025
66dfc3308bcd96b,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95572_m80-vs-g2-m1-ancient.dem,E7904_M95572_m80-vs-g2-m1-ancient,2025-03-23,esl,GOTV,,de_ancient,BLAST Bounty CS2 Server,SourceTV Demo,184635,64.0,80.262483,2884.0,14072,10329,0,0,casual,0,135,52,135,3631,G2,2,0,24,0,95912,E7904_M95572_m80-vs-g2-m1-ancient_blast-open-lisbon-2025
575cfb3abbbed6c3,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95572_m80-vs-g2-m2-inferno.dem,E7904_M95572_m80-vs-g2-m2-inferno,2025-03-23,esl,GOTV,,de_inferno,BLAST Bounty CS2 Server,SourceTV Demo,224314,64.0,79.808219,3504.0,14072,10329,0,0,casual,0,159,53,161,4190,G2,3,0,24,0,95912,E7904_M95572_m80-vs-g2-m2-inferno_blast-open-lisbon-2025
ed82f20da8e6c3e8,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95575_mouz-vs-vitality-m1-mirage.dem,E7904_M95575_mouz-vs-vitality-m1-mirage,2025-03-24,esl,GOTV,,de_mirage,BLAST Bounty CS2 Server,SourceTV Demo,200315,64.0,79.657718,3129.0,14072,10329,0,0,casual,0,150,51,153,3515,Vitality,2,0,24,0,95912,E7904_M95575_mouz-vs-vitality-m1-mirage_blast-open-lisbon-2025
18034f73d2236d5d,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95575_mouz-vs-vitality-m2-dust2.dem,E7904_M95575_mouz-vs-vitality-m2-dust2,2025-03-24,esl,GOTV,,de_dust2,BLAST Bounty CS2 Server,SourceTV Demo,233915,64.0,79.571429,3654.0,14072,10329,0,0,casual,0,155,62,156,3463,Vitality,3,0,24,0,95912,E7904_M95575_mouz-vs-vitality-m2-dust2_blast-open-lisbon-2025
6fc64938652a32cf,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95582_virtuspro-vs-spirit-m1-ancient.dem,E7904_M95582_virtuspro-vs-spirit-m1-ancient,2025-03-24,esl,GOTV,,de_ancient,BLAST Bounty CS2 Server,SourceTV Demo,208315,64.0,80.527966,3254.0,14072,10329,0,0,casual,0,134,45,135,3474,Team Spirit,2,0,24,0,95912,E7904_M95582_virtuspro-vs-spirit-m1-ancient_blast-open-lisbon-2025
82cb88175f50da9d,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95582_virtuspro-vs-spirit-m2-anubis.dem,E7904_M95582_virtuspro-vs-spirit-m2-anubis,2025-03-24,esl,GOTV,,de_anubis,BLAST Bounty CS2 Server,SourceTV Demo,214396,64.0,79.674231,3349.0,14072,10329,0,0,casual,0,149,56,150,2747,Team Spirit,2,0,24,0,95912,E7904_M95582_virtuspro-vs-spirit-m2-anubis_blast-open-lisbon-2025
c012dade27b4d14e,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95592_eternal-fire-vs-natus-vincere-m1-inferno.dem,E7904_M95592_eternal-fire-vs-natus-vincere-m1-inferno,2025-03-24,esl,GOTV,,de_inferno,BLAST Bounty CS2 Server,SourceTV Demo,218875,64.0,77.771278,3419.0,14072,10329,0,0,casual,0,130,43,131,4122,Eternal Fire,3,0,24,0,95912,E7904_M95592_eternal-fire-vs-natus-vincere-m1-inferno_blast-open-lisbon-2025
7f818e63ddcc876d,CS2,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\unpacked_demos\BLAST Open Lisbon 2025\E7904_M95592_eternal-fire-vs-natus-vincere-m2-dust2.dem,E7904_M95592_eternal-fire-vs-natus-vincere-m2-dust2,2025-03-24,esl,GOTV,,de_dust2,BLAST Bounty CS2 Server,SourceTV Demo,149761,64.0,77.862821,2340.0,14072,10329,0,0,casual,0,121,34,121,2462,Eternal Fire,2,0,24,0,95912,E7904_M95592_eternal-fire-vs-natus-vincere-m2-dust2_blast-open-lisbon-2025
